"ID_echantillon";"Nom_scientifique";"Genre";"Espece";"ID_espece";"Milieu_recolte";"T_ambiante";"Vent";"Humidite";"DI";"DI_test";"score_DI";"BT";"BT_test";"MT";"BB";"BB_test";"FI";"Nb_ramifications";"BD";"TMC_t0";"TMC_t24";"TDMC";"TD";"TDIA";"Gmin";"LMC_t0";"LMC_t24";"PEF";"LDMC";"Surface_F";"SLA";"LT";"VPD"
"46_3";"Scaevola montana";"Scaevola";"montana";46;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,96;15,52;5,31;12,69;1,53;1430,57;1,69;0
"46_4";"Scaevola montana";"Scaevola";"montana";46;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,74;89,76;11,95;18,24;1,2;2522,11;2,24;0
"46_5";"Scaevola montana";"Scaevola";"montana";46;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,24;51,39;5,18;11,96;5,97;2891,77;1,37;0
"46_6";"Scaevola montana";"Scaevola";"montana";46;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,92;51,37;9,26;27,27;2,51;2227,85;2,63;0
"47_1";"Alstonia vieillardii";"Alstonia";"vieillardii";47;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,64;20,47;5,17;12,7;42,9;1054,4;1,83;0
"47_2";"Alstonia vieillardii";"Alstonia";"vieillardii";47;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,66;36,05;6,57;17,21;39,82;609,93;3,71;0
"47_3";"Alstonia vieillardii";"Alstonia";"vieillardii";47;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,13;34,12;2,28;33,5;31,52;1093,65;8,35;0
"47_4";"Alstonia vieillardii";"Alstonia";"vieillardii";47;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,32;41,29;7,9;21,92;9,24;874,95;4,16;0
"47_5";"Alstonia vieillardii";"Alstonia";"vieillardii";47;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,64;41,71;10,67;9,16;21,32;299,42;0,99;0
"47_6";"Alstonia vieillardii";"Alstonia";"vieillardii";47;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,22;39,71;4,86;21,13;23,7;1505,25;4,38;0
"48_1";"Crossostylis grandiflora";"Crossostylis";"grandiflora";48;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,05;46,22;11,31;20,41;10,17;430,45;4,53;0
"48_2";"Crossostylis grandiflora";"Crossostylis";"grandiflora";48;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,16;16,89;3,2;12,33;12,01;914,43;4,67;0
"48_3";"Crossostylis grandiflora";"Crossostylis";"grandiflora";48;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;33,5;36,87;3,19;34,3;13,37;1506,91;11,15;0
"48_4";"Crossostylis grandiflora";"Crossostylis";"grandiflora";48;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,65;44,75;3,05;40,65;18,88;1421,96;11,69;0
"48_5";"Crossostylis grandiflora";"Crossostylis";"grandiflora";48;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,82;14,37;3,94;5,51;5,06;412,72;2,25;0
"48_6";"Crossostylis grandiflora";"Crossostylis";"grandiflora";48;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45,76;47,87;4,13;46,38;12,13;2320,85;14,97;0
"49_1";"Geissois racemosa";"Geissois";"racemosa";49;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,55;7,93;1,86;10,93;17,8;266,51;2,56;0
"49_2";"Geissois racemosa";"Geissois";"racemosa";49;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,49;25,74;4,16;36,42;22,46;1209,48;8,8;0
"49_3";"Geissois racemosa";"Geissois";"racemosa";49;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,42;17,53;6,92;19,52;30,08;761,44;4,04;0
"49_4";"Geissois racemosa";"Geissois";"racemosa";49;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,4;9,14;3,41;8,88;46,51;497,88;1,89;0
"49_5";"Geissois racemosa";"Geissois";"racemosa";49;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,33;4,64;2,3;3,8;61,9;194,72;1,43;0
"49_6";"Geissois racemosa";"Geissois";"racemosa";49;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,22;35,44;12,24;10,9;29,83;680,04;2,52;0
"50_1";"Glochidion billardierei";"Glochidion";"billardierei";50;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,15;4,82;1,72;20,38;3,24;115,86;2,59;0
"50_2";"Glochidion billardierei";"Glochidion";"billardierei";50;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,64;7,33;3,68;20,17;3,75;402,66;2,25;0
"50_3";"Glochidion billardierei";"Glochidion";"billardierei";50;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,17;12,75;5,09;6,51;0,71;373,14;4,27;0
"50_4";"Glochidion billardierei";"Glochidion";"billardierei";50;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,73;9,81;5,45;21,17;0,71;715,48;7,64;0
"50_5";"Glochidion billardierei";"Glochidion";"billardierei";50;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,01;11,82;3,6;15,47;1,49;1316,99;5,27;0
"50_6";"Glochidion billardierei";"Glochidion";"billardierei";50;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,57;8,54;1,67;23,48;1,77;991,66;5,47;0
"51_1";"Aleurites moluccana";"Aleurites";"moluccana";51;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,79;65,2;15,23;19,29;29,79;1413,21;4,37;0
"51_2";"Aleurites moluccana";"Aleurites";"moluccana";51;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57,56;80,68;14,38;64,91;17,95;2378,2;12,46;0
"51_3";"Aleurites moluccana";"Aleurites";"moluccana";51;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,01;27,8;10,03;11,14;22,65;299,09;1,66;0
"51_4";"Aleurites moluccana";"Aleurites";"moluccana";51;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,96;67,98;14,59;28,63;34,39;2103,64;6,01;0
"51_5";"Aleurites moluccana";"Aleurites";"moluccana";51;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,1;11,19;3,65;4,54;58,57;197,16;0,92;0
"51_6";"Aleurites moluccana";"Aleurites";"moluccana";51;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,69;14,93;1,67;11,18;23,29;578,28;2,43;0
"52_1";"Trema cannabina";"Trema";"cannabina";52;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,01;47,4;9,9;27,3;3,14;3087,87;3,62;0
"52_2";"Trema cannabina";"Trema";"cannabina";52;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,09;20,63;3,69;22,75;6,84;3050,3;2,89;0
"52_3";"Trema cannabina";"Trema";"cannabina";52;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,48;11,39;6,41;26,07;8,62;6351,38;4,29;0
"52_4";"Trema cannabina";"Trema";"cannabina";52;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,16;13,27;5,39;14,28;7,49;3499,96;2,29;0
"52_5";"Trema cannabina";"Trema";"cannabina";52;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72,87;23,82;19,59;98,88;12,17;1442,5;4,05;0
"52_6";"Trema cannabina";"Trema";"cannabina";52;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,98;11,51;2,44;12,07;4,49;3196,57;2,79;0
"53_1";"Elaeocarpus angustifolius";"Elaeocarpus";"angustifolius";53;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,95;7,8;2,16;17,61;2,8;959,96;6,55;0
"53_2";"Elaeocarpus angustifolius";"Elaeocarpus";"angustifolius";53;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,22;14,98;3,89;17,56;5,65;726,75;4,23;0
"53_3";"Elaeocarpus angustifolius";"Elaeocarpus";"angustifolius";53;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,73;28,06;9,22;12,7;6,01;485,26;2,76;0
"53_4";"Elaeocarpus angustifolius";"Elaeocarpus";"angustifolius";53;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,08;15,58;5,56;15,04;4,92;404,03;2,62;0
"53_5";"Elaeocarpus angustifolius";"Elaeocarpus";"angustifolius";53;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,15;30,07;9,21;15,05;1,37;645,54;2,87;0
"53_6";"Elaeocarpus angustifolius";"Elaeocarpus";"angustifolius";53;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,66;45,11;13,54;14,82;2,35;647,66;2,17;0
"54_1";"Erythrina variegata";"Erythrina";"variegata";54;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,21;30,5;7,44;11,76;11,81;691,89;1,2;0
"54_2";"Erythrina variegata";"Erythrina";"variegata";54;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,34;23,75;6,35;2,75;9,5;267,58;0,39;0
"54_3";"Erythrina variegata";"Erythrina";"variegata";54;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91,41;117,25;15,05;58,06;5,49;3130,49;5,36;0
"54_4";"Erythrina variegata";"Erythrina";"variegata";54;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,72;28,86;7,77;25,79;7,21;4534,88;5,56;0
"54_5";"Erythrina variegata";"Erythrina";"variegata";54;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,2;14,07;4,3;40,4;2,11;7138,44;8,35;0
"54_6";"Erythrina variegata";"Erythrina";"variegata";54;"N";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,32;8,57;3,19;4,39;15,53;2199,05;1,81;0
"55_1";"Wikstroemia indica";"Wikstroemia";"indica";55;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,8;39,85;5;42,09;0,21;15204,71;3,35;0
"55_2";"Wikstroemia indica";"Wikstroemia";"indica";55;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189,23;50,47;5,27;42,64;0,92;8245,04;2,04;0
"55_3";"Wikstroemia indica";"Wikstroemia";"indica";55;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,2;24,65;8,48;15,91;2,14;1396,61;2,13;0
"55_4";"Wikstroemia indica";"Wikstroemia";"indica";55;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,78;13,05;5,28;27,25;0,18;2169,83;3,66;0
"55_5";"Wikstroemia indica";"Wikstroemia";"indica";55;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76,42;46,75;5,87;36,02;0,38;3964;2,06;0
"55_6";"Wikstroemia indica";"Wikstroemia";"indica";55;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,71;27,11;7,2;19,18;1,06;1497,27;1,84;0
"56_1";"Ficus fraseri";"Ficus";"fraseri";56;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,68;27,19;9,66;14,71;5,5;2360,29;3,27;0
"56_2";"Ficus fraseri";"Ficus";"fraseri";56;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,81;9,84;5,06;15,78;4,82;1445,09;2,76;0
"56_3";"Ficus fraseri";"Ficus";"fraseri";56;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,64;35,92;8,06;11,38;2,61;1564,96;1,74;0
"56_4";"Ficus fraseri";"Ficus";"fraseri";56;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,09;16,17;7,64;25,49;4,19;1265,21;2,52;0
"56_5";"Ficus fraseri";"Ficus";"fraseri";56;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,32;23,86;6,41;9,91;7,09;643,49;1,28;0
"56_6";"Ficus fraseri";"Ficus";"fraseri";56;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,77;30,48;9,75;13,39;7,41;1091,46;1,82;0
"57_1";"Tristaniopsis calobuxus";"Tristaniopsis";"calobuxus";57;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,9;6,33;2,57;14,44;0,37;191,4;9,75;0
"57_2";"Tristaniopsis calobuxus";"Tristaniopsis";"calobuxus";57;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,76;13,41;5,26;26,21;0,18;207,6;16,11;0
"57_3";"Tristaniopsis calobuxus";"Tristaniopsis";"calobuxus";57;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,08;3,81;1,91;19,72;0,19;297,67;15,61;0
"57_4";"Tristaniopsis calobuxus";"Tristaniopsis";"calobuxus";57;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,74;4,86;3,15;5,91;0,22;210,63;5,91;0
"57_5";"Tristaniopsis calobuxus";"Tristaniopsis";"calobuxus";57;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,95;9,35;5,85;13,4;0,17;205,09;8,71;0
"57_6";"Tristaniopsis calobuxus";"Tristaniopsis";"calobuxus";57;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,15;12,3;4,97;17;0,37;233,38;13,33;0
"58_1";"Cerberiopsis candelabra";"Cerberiopsis";"candelabra";58;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,59;16,74;5,19;2,93;24;171,53;1,77;0
"58_2";"Cerberiopsis candelabra";"Cerberiopsis";"candelabra";58;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,75;38,74;10,66;10,87;8,28;196,98;4,57;0
"58_3";"Cerberiopsis candelabra";"Cerberiopsis";"candelabra";58;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,05;29,95;10,05;4,12;15,64;257,26;3,22;0
"58_4";"Cerberiopsis candelabra";"Cerberiopsis";"candelabra";58;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,09;19,75;5,97;4,47;19,78;214,86;2,14;0
"58_5";"Cerberiopsis candelabra";"Cerberiopsis";"candelabra";58;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,1;16,58;4,17;7,42;25,39;333,3;3,51;0
"58_6";"Cerberiopsis candelabra";"Cerberiopsis";"candelabra";58;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,14;20,3;6,43;5,11;25,05;169,5;2,27;0
"59_1";"Styphelia cymbulae";"Styphelia";"cymbulae";59;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,8;5,41;1,64;27,07;0,26;299,6;7,2;0
"59_2";"Styphelia cymbulae";"Styphelia";"cymbulae";59;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,9;4,57;1,99;32,5;0,19;363,35;10,34;0
"59_3";"Styphelia cymbulae";"Styphelia";"cymbulae";59;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,48;10,07;2,78;30,28;0,07;792,11;7,4;0
"59_4";"Styphelia cymbulae";"Styphelia";"cymbulae";59;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,41;4,92;1,72;43,71;0,2;650,86;13,89;0
"59_5";"Styphelia cymbulae";"Styphelia";"cymbulae";59;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,98;5,05;3,1;47,7;0,2;1393,19;16,14;0
"59_6";"Styphelia cymbulae";"Styphelia";"cymbulae";59;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,51;5,37;2,57;35,78;0,48;1691,33;14,91;0
"60_1";"Dracophyllum verticillatum";"Dracophyllum";"verticillatum";60;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,59;5,58;2,44;30,54;8,82;611,06;23,61;0
"60_2";"Dracophyllum verticillatum";"Dracophyllum";"verticillatum";60;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,03;12,95;1,03;55,94;16,13;472,51;20,5;0
"60_3";"Dracophyllum verticillatum";"Dracophyllum";"verticillatum";60;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,65;33,98;9,53;62,07;24,45;379,65;31,44;0
"60_4";"Dracophyllum verticillatum";"Dracophyllum";"verticillatum";60;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,44;9,4;4,34;6,54;6,4;160,14;10,2;0
"60_5";"Dracophyllum verticillatum";"Dracophyllum";"verticillatum";60;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,72;15,29;8,19;5,74;7,92;299,52;15,97;0
"60_6";"Dracophyllum verticillatum";"Dracophyllum";"verticillatum";60;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,28;8,72;4,54;4,33;10,38;629,67;50,09;0
"61_1";"Commersonia bartramia";"Commersonia";"bartramia";61;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,87;28,41;9,04;26,36;22,74;1528,17;3,19;0
"61_2";"Commersonia bartramia";"Commersonia";"bartramia";61;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,43;12;4,63;3,52;15,01;1531,19;2,11;0
"61_3";"Commersonia bartramia";"Commersonia";"bartramia";61;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,64;19,85;3,77;23,14;20,13;2267,61;2,62;0
"61_4";"Commersonia bartramia";"Commersonia";"bartramia";61;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,56;12,09;4,36;20,14;23,21;1077,13;2,6;0
"61_5";"Commersonia bartramia";"Commersonia";"bartramia";61;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,17;13,24;4,88;13,71;9,25;2349,17;2,94;0
"61_6";"Commersonia bartramia";"Commersonia";"bartramia";61;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,72;10,31;3,23;14,79;5,33;1587,73;4,02;0
"62_1";"Scaevola cylindrica";"Scaevola";"cylindrica";62;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,31;67,39;10,24;30,55;2,08;1199,66;6,87;0
"62_2";"Scaevola cylindrica";"Scaevola";"cylindrica";62;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,88;116,68;15;20,11;10,07;2248,4;3,55;0
"62_3";"Scaevola cylindrica";"Scaevola";"cylindrica";62;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,32;103,79;16,91;16,17;5,88;2055,06;2,96;0
"62_4";"Scaevola cylindrica";"Scaevola";"cylindrica";62;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,67;48,32;8,92;8,32;2,59;256,77;1,17;0
"62_5";"Scaevola cylindrica";"Scaevola";"cylindrica";62;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,96;20,28;4,16;11,82;6,53;1270,73;2,34;0
"62_6";"Scaevola cylindrica";"Scaevola";"cylindrica";62;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,91;224,77;44,5;7,19;7,05;633,87;0,73;0
"63_1";"Deplanchea speciosa";"Deplanchea";"speciosa";63;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,25;83,14;19,23;15,34;27,28;765,33;4,97;0
"63_2";"Deplanchea speciosa";"Deplanchea";"speciosa";63;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,31;20,45;7,02;15,21;61,63;920,01;3,93;0
"63_3";"Deplanchea speciosa";"Deplanchea";"speciosa";63;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,36;16,69;5,28;5,62;40,49;416,73;3,12;0
"63_4";"Deplanchea speciosa";"Deplanchea";"speciosa";63;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,72;10,39;1,39;6,86;66,49;1031,66;2,6;0
"63_5";"Deplanchea speciosa";"Deplanchea";"speciosa";63;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,19;23,51;5,21;9,74;34,34;315,33;1,73;0
"63_6";"Deplanchea speciosa";"Deplanchea";"speciosa";63;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,08;18,59;4,53;9,37;30,29;690,37;3,08;0
"64_1";"Plerandra gabriellae";"Plerandra";"gabriellae";64;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,27;1,74;0,7;2,07;26,23;75,75;1,74;0
"64_2";"Plerandra gabriellae";"Plerandra";"gabriellae";64;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24;5,7;1,89;2,63;29,7;143,36;1,59;0
"64_3";"Plerandra gabriellae";"Plerandra";"gabriellae";64;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,14;2,92;1,01;5,51;12,91;103,45;1,83;0
"64_4";"Plerandra gabriellae";"Plerandra";"gabriellae";64;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,32;4,21;1,43;1,88;25,42;163,59;2,82;0
"64_5";"Plerandra gabriellae";"Plerandra";"gabriellae";64;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,28;5,44;1,26;2,91;51,18;149,45;3,39;0
"64_6";"Plerandra gabriellae";"Plerandra";"gabriellae";64;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,61;11,69;1,97;9,48;38,2;132,16;1,97;0
"65_1";"Macaranga alchorneoides";"Macaranga";"alchorneoides";65;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,08;68,71;17,99;30,93;115,9;1309,39;10,65;0
"65_2";"Macaranga alchorneoides";"Macaranga";"alchorneoides";65;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45,65;76,99;17,12;59,08;31,26;1974,7;20,87;0
"65_3";"Macaranga alchorneoides";"Macaranga";"alchorneoides";65;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,84;34,31;7,99;39,93;110,96;1003,03;13,16;0
"65_4";"Macaranga alchorneoides";"Macaranga";"alchorneoides";65;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,48;83,25;20,23;50,52;40,28;1055,09;14,79;0
"65_5";"Macaranga alchorneoides";"Macaranga";"alchorneoides";65;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,8;87,99;18,91;45,07;92,88;1423,83;11,09;0
"65_6";"Macaranga alchorneoides";"Macaranga";"alchorneoides";65;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53,61;44,9;18,92;55,13;35,9;1521,99;13,4;0
"66_1";"Garcinia neglecta";"Garcinia";"neglecta";66;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,44;36,01;4,69;30,26;3,04;383,94;9,96;0
"66_2";"Garcinia neglecta";"Garcinia";"neglecta";66;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,66;15,8;3,41;3,53;3,32;209,29;1,21;0
"66_3";"Garcinia neglecta";"Garcinia";"neglecta";66;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61,98;74,75;8,48;33,32;5,05;1744,61;7,28;0
"66_4";"Garcinia neglecta";"Garcinia";"neglecta";66;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,67;25,92;4,49;20,27;4,29;658,61;7,32;0
"66_5";"Garcinia neglecta";"Garcinia";"neglecta";66;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,97;44,03;10,79;11,56;9,69;968,9;6,04;0
"66_6";"Garcinia neglecta";"Garcinia";"neglecta";66;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,79;61,22;11,28;36,67;1,95;1249,29;10,05;0
"67_1";"Montrouziera sphaeroidea";"Montrouziera";"sphaeroidea";67;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,32;14,98;0,75;19,56;2,17;529,25;6,47;0
"67_2";"Montrouziera sphaeroidea";"Montrouziera";"sphaeroidea";67;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,59;9,39;2,03;9,53;2,54;149,37;3,58;0
"67_3";"Montrouziera sphaeroidea";"Montrouziera";"sphaeroidea";67;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,02;16,02;2,64;28,25;7,14;806,71;9,99;0
"67_4";"Montrouziera sphaeroidea";"Montrouziera";"sphaeroidea";67;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,81;8,94;1,32;11,16;2,2;275,2;5,12;0
"67_5";"Montrouziera sphaeroidea";"Montrouziera";"sphaeroidea";67;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,12;33,39;3,31;33,11;6,45;1220,55;9,57;0
"67_6";"Montrouziera sphaeroidea";"Montrouziera";"sphaeroidea";67;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,89;34,21;3,26;41,95;4,89;777,46;18,11;0
