"ID_echantillon";"Nom_scientifique";"Genre";"Espece";"ID_espece";"Milieu_recolte";"T_ambiante";"Vent";"Humidite";"DI";"DI_test";"score_DI";"BT";"BT_test";"MT";"BB";"BB_test";"FI";"Nb_ramifications";"BD";"TMC_t0";"TMC_t24";"TDMC";"TD";"TDIA";"Gmin";"LMC_t0";"LMC_t24";"PEF";"LDMC";"Surface_F";"SLA";"LT";"VPD"
"21_4";"Scaevola taccada";"Scaevola";"taccada";21;"G";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,74;19,02;2,38;1,48;4,45;935,73;0,21;0
"21_5";"Scaevola taccada";"Scaevola";"taccada";21;"G";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,18;24,71;0,95;5,22;8,35;1051,07;0,57;0
"21_6";"Scaevola taccada";"Scaevola";"taccada";21;"G";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,06;28,57;3,93;2,88;10;1671,46;0,58;0
"22_1";"Acacia spirorbis";"Acacia";"spirorbis";22;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,08;21;2,92;29,3;0,69;1083,03;6,51;0
"22_2";"Acacia spirorbis";"Acacia";"spirorbis";22;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,99;60,1;9,21;74,56;2,46;3192,13;23,49;0
"22_3";"Acacia spirorbis";"Acacia";"spirorbis";22;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,38;70,34;11,28;51,09;0,91;2395,99;11,91;0
"22_4";"Acacia spirorbis";"Acacia";"spirorbis";22;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,89;37,83;9,28;35,8;2,34;1200,32;9,02;0
"22_5";"Acacia spirorbis";"Acacia";"spirorbis";22;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,43;33,53;8,05;27,35;1,68;1315,16;3,51;0
"22_6";"Acacia spirorbis";"Acacia";"spirorbis";22;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,02;22,27;8,07;14,86;1,86;1705,6;4,09;0
"23_1";"Melaleuca quinquenervia";"Melaleuca";"quinquenervia";23;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,14;11,35;1,32;25,15;1,35;106,98;8,89;0
"23_2";"Melaleuca quinquenervia";"Melaleuca";"quinquenervia";23;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,23;16,59;4,86;23,29;0,95;374,63;9,26;0
"23_3";"Melaleuca quinquenervia";"Melaleuca";"quinquenervia";23;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,52;14,39;5,97;5,2;1,11;71,88;1,61;0
"23_4";"Melaleuca quinquenervia";"Melaleuca";"quinquenervia";23;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,37;31,33;13,01;16,87;2,31;883,15;15,31;0
"23_5";"Melaleuca quinquenervia";"Melaleuca";"quinquenervia";23;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,47;9,78;2,46;17,62;0,95;220,74;6,42;0
"23_6";"Melaleuca quinquenervia";"Melaleuca";"quinquenervia";23;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,57;7,31;3,57;12,11;1,37;199,54;6,76;0
"24_1";"Pinus caribea";"Pinus";"caribea";24;"I";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,86;9,95;1,64;21,05;0,51;1031,08;6,26;0
"24_2";"Pinus caribea";"Pinus";"caribea";24;"I";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,84;7,66;4,03;12,71;0,23;464,11;1,71;0
"24_3";"Pinus caribea";"Pinus";"caribea";24;"I";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,76;8,08;3,86;8,15;0,17;422,74;3,58;0
"24_4";"Pinus caribea";"Pinus";"caribea";24;"I";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,2;4,91;3,72;13,15;0,14;428,11;3,93;0
"24_5";"Pinus caribea";"Pinus";"caribea";24;"I";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,61;21,19;1,4;37,15;0,27;759,63;9,94;0
"24_6";"Pinus caribea";"Pinus";"caribea";24;"I";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,9;20,54;5,87;18,62;0,5;257,13;1,13;0
"25_1";"Ficus habrophyla";"Ficus";"habrophyla";25;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,32;22,41;8,82;7,42;74,55;443,76;2,43;0
"25_2";"Ficus habrophyla";"Ficus";"habrophyla";25;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,44;28,56;12,77;31,13;50,45;1192,3;13,04;0
"25_3";"Ficus habrophyla";"Ficus";"habrophyla";25;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,06;69,38;11,04;67,85;157,81;2266,6;14,66;0
"25_4";"Ficus habrophyla";"Ficus";"habrophyla";25;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,27;15,07;2,54;16,51;217,53;809,77;4,43;0
"25_5";"Ficus habrophyla";"Ficus";"habrophyla";25;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,53;3,09;1,74;7,59;72,48;490,52;2,04;0
"25_6";"Ficus habrophyla";"Ficus";"habrophyla";25;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,49;45,5;10,45;21,94;46,03;1502,05;5,62;0
"26_1";"Elattostachys apetala";"Elattostachys";"apetala";26;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,96;7,53;0,91;11,83;2,5;782,11;3,28;0
"26_2";"Elattostachys apetala";"Elattostachys";"apetala";26;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,75;9,8;4,24;11,27;8,15;686,8;2,91;0
"26_3";"Elattostachys apetala";"Elattostachys";"apetala";26;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85,29;69,04;4,28;135,16;14,51;4632,87;21,89;0
"26_4";"Elattostachys apetala";"Elattostachys";"apetala";26;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,07;3,73;2,93;12,29;8,61;866,16;2,39;0
"26_5";"Elattostachys apetala";"Elattostachys";"apetala";26;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,21;7,88;2,07;12,9;16,2;468,53;2,04;0
"26_6";"Elattostachys apetala";"Elattostachys";"apetala";26;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,56;7,21;3,64;6,38;7,63;518,79;2,18;0
"27_1";"Neuburgia novocaledonica";"Neuburgia";"novocaledonica";27;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,94;54,09;8,95;9,42;22,43;1115,16;1,61;0
"27_2";"Neuburgia novocaledonica";"Neuburgia";"novocaledonica";27;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,43;36,59;2,95;19,06;47,85;2001,4;3,72;0
"27_3";"Neuburgia novocaledonica";"Neuburgia";"novocaledonica";27;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,73;43,62;4,2;12,31;42,94;2852,81;3,21;0
"27_4";"Neuburgia novocaledonica";"Neuburgia";"novocaledonica";27;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69,21;118,34;16,46;25,57;77,11;2400,92;3,37;0
"27_5";"Neuburgia novocaledonica";"Neuburgia";"novocaledonica";27;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,81;44,49;6,49;7,79;25,71;1169,55;0,85;0
"27_6";"Neuburgia novocaledonica";"Neuburgia";"novocaledonica";27;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65,23;88,77;7,82;21,67;35,12;2286,4;2,74;0
"28_1";"Archidendropsis granulosa";"Archidendropsis";"granulosa";28;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28_2";"Archidendropsis granulosa";"Archidendropsis";"granulosa";28;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28_3";"Archidendropsis granulosa";"Archidendropsis";"granulosa";28;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28_4";"Archidendropsis granulosa";"Archidendropsis";"granulosa";28;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28_5";"Archidendropsis granulosa";"Archidendropsis";"granulosa";28;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28_6";"Archidendropsis granulosa";"Archidendropsis";"granulosa";28;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29_1";"Alstonia balansae";"Alstonia";"balansae";29;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,36;18,9;1,62;14,66;24,52;1344,37;4,36;0
"29_2";"Alstonia balansae";"Alstonia";"balansae";29;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,34;24,13;3,85;14,22;3,97;1038,79;3,96;0
"29_3";"Alstonia balansae";"Alstonia";"balansae";29;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,16;31,67;6,94;14,95;85,51;1380,07;5,58;0
"29_4";"Alstonia balansae";"Alstonia";"balansae";29;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,24;19,46;0,99;14,3;10,46;1275,16;3,24;0
"29_5";"Alstonia balansae";"Alstonia";"balansae";29;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,36;34,85;1,17;22,36;30,57;2487,75;5,94;0
"29_6";"Alstonia balansae";"Alstonia";"balansae";29;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,49;29,89;2,89;22,66;19,03;1478,93;8,04;0
"30_1";"Hernandia cordigera";"Hernandia";"cordigera";30;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,4;13,87;0,89;11,08;7,99;361,74;2,81;0
"30_2";"Hernandia cordigera";"Hernandia";"cordigera";30;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,14;18,7;3,35;11,91;20,68;585,02;3,73;0
"30_3";"Hernandia cordigera";"Hernandia";"cordigera";30;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,61;24,09;3,13;17,9;31,57;603,39;5,75;0
"30_4";"Hernandia cordigera";"Hernandia";"cordigera";30;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,11;16,45;2,52;13,53;10,04;467,48;6,24;0
"30_5";"Hernandia cordigera";"Hernandia";"cordigera";30;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,38;19,09;1,54;17,36;20,93;386,66;6,53;0
"30_6";"Hernandia cordigera";"Hernandia";"cordigera";30;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,01;13,93;2,41;13,42;19,56;296,2;5,59;0
"31_1";"Fagraea berteroana";"Fagraea";"berteroana";31;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,74;15,45;2,28;9,94;39,07;436,43;0,87;0
"31_2";"Fagraea berteroana";"Fagraea";"berteroana";31;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,92;31,77;5,36;9,73;17,89;793,93;1,67;0
"31_3";"Fagraea berteroana";"Fagraea";"berteroana";31;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,16;15,17;1,51;4,48;10,94;153,82;0,61;0
"31_4";"Fagraea berteroana";"Fagraea";"berteroana";31;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,14;28,88;3,13;7,81;14,62;1047,34;2,88;0
"31_5";"Fagraea berteroana";"Fagraea";"berteroana";31;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,89;33,3;3,41;10,56;5,46;752,61;3,99;0
"31_6";"Fagraea berteroana";"Fagraea";"berteroana";31;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,91;29,66;7,25;4,18;24,53;752,3;3,26;0
"32_1";"Guioa villosa";"Guioa";"villosa";32;"M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,56;3,86;2;7,43;1,1;477,54;9;0
"32_2";"Guioa villosa";"Guioa";"villosa";32;"M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,25;12,22;10,09;44,93;0,51;2925,86;20,59;0
"32_3";"Guioa villosa";"Guioa";"villosa";32;"M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,02;5,38;2,03;11,69;0,68;531,65;8,37;0
"32_4";"Guioa villosa";"Guioa";"villosa";32;"M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45;4,1;2,32;5,99;1,58;692,64;8,75;0
"32_5";"Guioa villosa";"Guioa";"villosa";32;"M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,24;3,98;2,01;10,34;0,21;288,76;3,02;0
"32_6";"Guioa villosa";"Guioa";"villosa";32;"M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,27;3,03;2,2;10,35;0,68;324,36;3,3;0
"36_1";"Tabernaemontana cerifera";"Tabernaemontana";"cerifera";36;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87,03;91,45;5,23;37,6;39,93;1852,54;9,28;0
"36_2";"Tabernaemontana cerifera";"Tabernaemontana";"cerifera";36;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,73;34,11;5,95;9,79;51,51;151,19;1,29;0
"36_3";"Tabernaemontana cerifera";"Tabernaemontana";"cerifera";36;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47,85;68,39;7,81;24,26;28,43;981,06;5,76;0
"36_4";"Tabernaemontana cerifera";"Tabernaemontana";"cerifera";36;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03;24,21;5,48;4,97;4,23;192,08;1,63;0
"36_5";"Tabernaemontana cerifera";"Tabernaemontana";"cerifera";36;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,4;67,98;15,65;7,36;25,63;356,35;2,78;0
"36_6";"Tabernaemontana cerifera";"Tabernaemontana";"cerifera";36;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,28;49,75;9,26;20,85;26,88;485,78;7,45;0
"37_1";"Myodocarpus fraxinifolius";"Myodocarpus";"fraxinifolius";37;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,15;3,7;1,97;4,04;2,2;386,99;3,04;0
"37_2";"Myodocarpus fraxinifolius";"Myodocarpus";"fraxinifolius";37;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,37;6,49;2,31;2,55;5,72;196,54;1,76;0
"37_3";"Myodocarpus fraxinifolius";"Myodocarpus";"fraxinifolius";37;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,33;14,97;4,67;8,44;2,93;512,96;3,08;0
"37_4";"Myodocarpus fraxinifolius";"Myodocarpus";"fraxinifolius";37;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,12;5,47;2,46;2,28;2,07;121,67;1,32;0
"37_5";"Myodocarpus fraxinifolius";"Myodocarpus";"fraxinifolius";37;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,52;7,69;1,25;7,39;2,1;316,26;1,87;0
"37_6";"Myodocarpus fraxinifolius";"Myodocarpus";"fraxinifolius";37;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,04;8,08;2,81;3,74;1,96;252,12;1,79;0
"38_1";"Agathis lanceolata";"Agathis";"lanceolata";38;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4,68;1,17;5,44;1,43;250,71;4,4;0
"38_2";"Agathis lanceolata";"Agathis";"lanceolata";38;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,55;17,3;0,49;23,15;1,22;487,28;9,44;0
"38_3";"Agathis lanceolata";"Agathis";"lanceolata";38;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,93;5,54;1,54;8,94;0,79;279,96;6,04;0
"38_4";"Agathis lanceolata";"Agathis";"lanceolata";38;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,78;4,43;0,57;11,52;1,11;280,47;13,25;0
"38_5";"Agathis lanceolata";"Agathis";"lanceolata";38;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,5;5,43;1,4;8,86;1,86;221,89;12,55;0
"38_6";"Agathis lanceolata";"Agathis";"lanceolata";38;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,21;4,13;0,41;11,71;0,67;179,54;11,76;0
"39_1";"Calophyllum caledonicum";"Calophyllum";"caledonicum";39;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,82;17,67;5,95;11,76;6,83;267,36;7,52;0
"39_2";"Calophyllum caledonicum";"Calophyllum";"caledonicum";39;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,72;17,47;5,65;11,52;3,48;182;5,41;0
"39_3";"Calophyllum caledonicum";"Calophyllum";"caledonicum";39;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,78;12,41;3,22;13,41;3,05;323,6;5,9;0
"39_4";"Calophyllum caledonicum";"Calophyllum";"caledonicum";39;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,63;7,15;1,89;11,34;4,64;153,39;2,69;0
"39_5";"Calophyllum caledonicum";"Calophyllum";"caledonicum";39;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62;9,93;4,69;5,14;3,44;247,77;3,66;0
"39_6";"Calophyllum caledonicum";"Calophyllum";"caledonicum";39;"F";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,51;4,62;1,79;3,15;6,06;245,03;3,33;0
"40_1";"Diospyros fasciculosa";"Diospyros";"fasciculosa";40;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,17;18,11;3,99;32,11;15,35;1579,15;11,5;0
"40_2";"Diospyros fasciculosa";"Diospyros";"fasciculosa";40;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,3;10,75;6,97;37,22;20,59;2503,35;13,91;0
"40_3";"Diospyros fasciculosa";"Diospyros";"fasciculosa";40;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,09;6,59;2,75;18,19;4,92;893,02;11,21;0
"40_4";"Diospyros fasciculosa";"Diospyros";"fasciculosa";40;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,95;8,18;2,43;19,04;7,29;587,93;6,25;0
"40_5";"Diospyros fasciculosa";"Diospyros";"fasciculosa";40;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,91;9,18;2,45;12,84;7,91;726,33;6,52;0
"40_6";"Diospyros fasciculosa";"Diospyros";"fasciculosa";40;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,31;6,65;2,49;12,63;7,45;231,44;2,36;0
"41_1";"Acronychia laevis";"Acronychia";"laevis";41;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,32;17,44;4,14;6,74;7,51;740,33;0,89;0
"41_2";"Acronychia laevis";"Acronychia";"laevis";41;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76,09;101,29;15,9;77,95;11,17;5286,26;13,42;0
"41_3";"Acronychia laevis";"Acronychia";"laevis";41;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,79;20,08;5,25;31,64;3,12;2804,45;3,47;0
"41_4";"Acronychia laevis";"Acronychia";"laevis";41;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,37;57,7;14,63;22,98;10,81;2283,4;4,12;0
"41_5";"Acronychia laevis";"Acronychia";"laevis";41;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,12;54,49;13,56;14,17;2,2;1602,07;2,07;0
"41_6";"Acronychia laevis";"Acronychia";"laevis";41;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,81;56,56;14,94;18,98;3,52;1487,75;2,63;0
"42_1";"Codiaeum peltatum";"Codiaeum";"peltatum";42;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,18;20,31;1,22;18,01;1,51;1259,32;3,72;0
"42_2";"Codiaeum peltatum";"Codiaeum";"peltatum";42;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,96;22,46;1,42;21,28;4,14;1348,93;4,73;0
"42_3";"Codiaeum peltatum";"Codiaeum";"peltatum";42;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,55;9,01;0,71;10,93;5,37;474,48;2,34;0
"42_4";"Codiaeum peltatum";"Codiaeum";"peltatum";42;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,01;38,35;2,28;32,32;5,63;3017,23;7,09;0
"42_5";"Codiaeum peltatum";"Codiaeum";"peltatum";42;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,11;29,37;1,07;42,91;2,39;1543,92;6,85;0
"42_6";"Codiaeum peltatum";"Codiaeum";"peltatum";42;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,05;7,47;3,03;11,78;4,05;488,6;2,07;0
"43_1";"Gardenia urvillei";"Gardenia";"urvillei";43;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,03;29,26;5,7;22,73;2,33;1768,55;5,02;0
"43_2";"Gardenia urvillei";"Gardenia";"urvillei";43;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,62;15,73;4,41;13,49;3,81;719,14;2,8;0
"43_3";"Gardenia urvillei";"Gardenia";"urvillei";43;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,61;21,15;3,73;18,88;1,76;1629,96;4,48;0
"43_4";"Gardenia urvillei";"Gardenia";"urvillei";43;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,58;37,14;11,55;23,51;2,61;918,63;4,64;0
"43_5";"Gardenia urvillei";"Gardenia";"urvillei";43;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,63;34,26;11,04;16,23;1,05;597,93;3,39;0
"43_6";"Gardenia urvillei";"Gardenia";"urvillei";43;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,72;17,46;5,07;20,65;3,04;959,67;6,04;0
"44_1";"Cordia dichotoma";"Cordia";"dichotoma";44;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,86;27,17;8,82;21,07;8,06;2938,42;3,61;0
"44_2";"Cordia dichotoma";"Cordia";"dichotoma";44;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,12;38,4;14,59;23,66;11,89;1445,23;4,67;0
"44_3";"Cordia dichotoma";"Cordia";"dichotoma";44;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,43;1,54;0,84;8;13,9;473,73;0,71;0
"44_4";"Cordia dichotoma";"Cordia";"dichotoma";44;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,06;10,62;3,75;19,48;5,12;1605,97;5,23;0
"44_5";"Cordia dichotoma";"Cordia";"dichotoma";44;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,25;28,72;5,28;24,34;8,82;979,7;3,67;0
"44_6";"Cordia dichotoma";"Cordia";"dichotoma";44;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,08;0,95;0,51;4,84;8,86;543,59;1,22;0
"45_1";"Lepidocupania arcuata";"Lepidocupania";"arcuata";45;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,59;6,34;3,83;7,24;5,31;690,01;8,29;0
"45_2";"Lepidocupania arcuata";"Lepidocupania";"arcuata";45;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,62;17,59;9,71;11,87;4,47;1141,91;12,99;0
"45_3";"Lepidocupania arcuata";"Lepidocupania";"arcuata";45;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,98;8,18;3,83;21,88;8,07;425,15;3,9;0
"45_4";"Lepidocupania arcuata";"Lepidocupania";"arcuata";45;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1,04;0,59;8,27;0,93;510,43;7,49;0
"45_5";"Lepidocupania arcuata";"Lepidocupania";"arcuata";45;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,85;5,06;2,75;4,84;9,66;200,68;2,12;0
"45_6";"Lepidocupania arcuata";"Lepidocupania";"arcuata";45;"L";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,7;9,65;5,08;9,81;4,58;387,66;3,95;0
"46_1";"Scaevola montana";"Scaevola";"montana";46;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,36;115,1;15,96;21,69;1,53;3274,45;2,51;0
"46_2";"Scaevola montana";"Scaevola";"montana";46;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,74;71,72;11,02;20,16;1,54;1231,76;2,03;0
