"";"Nom_scientifique";"Milieu_recolte";"ID_espece";"ID_echantillon";"ID_Feuille";"DI";"DI_test";"BT";"BT_test";"MT";"BB";"BB_test";"Nb_ramifications";"SD";"TMC_t0";"TMC_t24";"TDMC";"TD";"TDIA";"Gmin";"LMC_t0";"LMC_t24";"PEF";"LDMC";"Surface_F";"SLA";"LT"
"1";"Mangifera indica";"N";1;"01_1";"01_1_1";8,5;8,5;16;16;625,5;60;60;11;NA;127,45;112,97;439,67;0,47;7,325;6,730876986;86,82;49,61;19,92;535,27;8,53;6612,4;0,0809
"2";"Mangifera indica";"N";1;"01_1";"01_1_2";8,5;8,5;16;16;625,5;60;60;11;NA;127,45;112,97;439,67;0,47;7,325;6,730876986;194,01;156,25;12,84;340,12;47,266;12308,85;0,0276
"3";"Mangifera indica";"N";1;"01_1";"01_1_4";8,5;8,5;16;16;625,5;60;60;11;NA;127,45;112,97;439,67;0,47;7,325;6,730876986;99,06;63,6;17,81;502,36;36,385;6826,45;0,0736
"4";"Mangifera indica";"N";1;"01_1";"01_1_5";8,5;8,5;16;16;625,5;60;60;11;NA;127,45;112,97;439,67;0,47;7,325;6,730876986;206,56;152,46;17,65;326,2;8,314;13629,51;0,0239
"5";"Mangifera indica";"N";1;"01_1";"01_1_3";8,5;8,5;16;16;625,5;60;60;11;NA;127,45;112,97;439,67;0,47;7,325;6,730876986;213,73;167,32;14,79;318,75;20,773;13577,12;0,0235
"6";"Mangifera indica";"N";1;"01_2";"01_2_1";8,5;8,5;32;32;812;65;65;13;NA;132,07;110,28;430,91;0,36;6,75;5,872336659;185,44;145,63;13,95;350,34;11,738;11396,12;0,0307
"7";"Mangifera indica";"N";1;"01_2";"01_2_5";8,5;8,5;32;32;812;65;65;13;NA;132,07;110,28;430,91;0,36;6,75;5,872336659;163,64;130,55;12,55;379,31;25,98;9447,27;0,0402
"8";"Mangifera indica";"N";1;"01_2";"01_2_2";8,5;8,5;32;32;812;65;65;13;NA;132,07;110,28;430,91;0,36;6,75;5,872336659;168,67;140,77;10,38;372,2;24,353;10451,93;0,0356
"9";"Mangifera indica";"N";1;"01_2";"01_2_3";8,5;8,5;32;32;812;65;65;13;NA;132,07;110,28;430,91;0,36;6,75;5,872336659;153,27;128,79;9,67;394,83;47,109;8805,42;0,0448
"10";"Mangifera indica";"N";1;"01_2";"01_2_4";8,5;8,5;32;32;812;65;65;13;NA;132,07;110,28;430,91;0,36;6,75;5,872336659;168,49;136,66;11,86;372,46;32,459;10436,98;0,0357
"11";"Mangifera indica";"N";1;"01_3";"01_3_2";9;9;20;20;801,2;70;70;6;NA;257,09;188,29;280,04;0,41;6,015;9,564029917;191,51;161,06;10,45;343,04;71,987;11977,87;0,0286
"12";"Mangifera indica";"N";1;"01_3";"01_3_3";9;9;20;20;801,2;70;70;6;NA;257,09;188,29;280,04;0,41;6,015;9,564029917;174,49;156,72;6,47;364,32;55,244;12584,05;0,029
"13";"Mangifera indica";"N";1;"01_3";"01_3_4";9;9;20;20;801,2;70;70;6;NA;257,09;188,29;280,04;0,41;6,015;9,564029917;181,98;144,37;13,34;354,63;51,222;11536,49;0,0307
"14";"Mangifera indica";"N";1;"01_3";"01_3_5";9;9;20;20;801,2;70;70;6;NA;257,09;188,29;280,04;0,41;6,015;9,564029917;190,97;151,18;13,67;343,68;56,281;12103,44;0,0284
"15";"Mangifera indica";"N";1;"01_3";"01_3_1";9;9;20;20;801,2;70;70;6;NA;257,09;188,29;280,04;0,41;6,015;9,564029917;136,82;103,77;13,96;422,26;45,447;9507,74;0,0444
"16";"Mangifera indica";"N";1;"01_4";"01_4_1";9;9;20;20;705;75;75;6;NA;147,02;121,77;404,82;0,37;6,255;5,912571598;161,76;135,29;10,11;382,02;20,173;11866,47;0,0322
"17";"Mangifera indica";"N";1;"01_4";"01_4_3";9;9;20;20;705;75;75;6;NA;147,02;121,77;404,82;0,37;6,255;5,912571598;170,27;143,42;9,94;370;86,573;11287,22;0,0328
"18";"Mangifera indica";"N";1;"01_4";"01_4_4";9;9;20;20;705;75;75;6;NA;147,02;121,77;404,82;0,37;6,255;5,912571598;174,37;148,89;9,28;364,48;76,02;12028,48;0,0303
"19";"Mangifera indica";"N";1;"01_4";"01_4_5";9;9;20;20;705;75;75;6;NA;147,02;121,77;404,82;0,37;6,255;5,912571598;187,37;152,06;12,29;347,98;50,557;13030,15;0,0267
"20";"Mangifera indica";"N";1;"01_4";"01_4_2";9;9;20;20;705;75;75;6;NA;147,02;121,77;404,82;0,37;6,255;5,912571598;159,86;136,06;9,16;384,83;44,478;10691,83;0,036
"21";"Mangifera indica";"N";1;"01_5";"01_5_1";9;9;12;12;812;30;30;4;NA;156,99;141,6;389,11;0,35;8,03;8,349685944;131,94;78,13;23,2;431,14;110,847;10058,71;0,0429
"22";"Mangifera indica";"N";1;"01_5";"01_5_2";9;9;12;12;812;30;30;4;NA;156,99;141,6;389,11;0,35;8,03;8,349685944;129,54;83,72;19,96;435,66;111,227;9895,64;0,044
"23";"Mangifera indica";"N";1;"01_5";"01_5_3";9;9;12;12;812;30;30;4;NA;156,99;141,6;389,11;0,35;8,03;8,349685944;151,58;114,74;14,64;397,49;34,78;12203,51;0,0326
"24";"Mangifera indica";"N";1;"01_5";"01_5_4";9;9;12;12;812;30;30;4;NA;156,99;141,6;389,11;0,35;8,03;8,349685944;147,26;116,24;12,54;404,44;54,827;11566,88;0,035
"25";"Mangifera indica";"N";1;"01_5";"01_5_5";9;9;12;12;812;30;30;4;NA;156,99;141,6;389,11;0,35;8,03;8,349685944;134,55;111,8;9,7;426,35;74,295;10434,69;0,0409
"26";"Mangifera indica";"N";1;"01_6";"01_6_2";9;9;16;16;798;45;45;2;NA;109,63;94,79;477,04;0,45;7,755;11,17756319;100;77,13;11,43;500;76,164;7474,39;0,0669
"27";"Mangifera indica";"N";1;"01_6";"01_6_3";9;9;16;16;798;45;45;2;NA;109,63;94,79;477,04;0,45;7,755;11,17756319;109,41;71,53;18,09;477,53;136,496;8232,57;0,058
"28";"Mangifera indica";"N";1;"01_6";"01_6_4";9;9;16;16;798;45;45;2;NA;109,63;94,79;477,04;0,45;7,755;11,17756319;104,59;79,06;12,48;488,78;131,843;7564,14;0,0646
"29";"Mangifera indica";"N";1;"01_6";"01_6_1";9;9;16;16;798;45;45;2;NA;109,63;94,79;477,04;0,45;7,755;11,17756319;98,61;67,1;15,87;503,49;84,212;7782,99;0,0647
"30";"Mangifera indica";"N";1;"01_6";"01_6_5";9;9;16;16;798;45;45;2;NA;109,63;94,79;477,04;0,45;7,755;11,17756319;99,07;78,12;10,52;502,33;64,879;7509,14;0,0669
"31";"Terminalia catappa";"N";2;"02_1";"02_1_1";9;9;13;13;713;15;15;2;NA;103,69;89,9;490,95;0,58;11,27;16,30830205;263,37;179,23;23,15;275,2;574,329;14669,96;0,0188
"32";"Terminalia catappa";"N";2;"02_1";"02_1_2";9;9;13;13;713;15;15;2;NA;103,69;89,9;490,95;0,58;11,27;16,30830205;215,46;134,44;25,68;317;459,303;12350,17;0,0257
"33";"Terminalia catappa";"N";2;"02_1";"02_1_3";9;9;13;13;713;15;15;2;NA;103,69;89,9;490,95;0,58;11,27;16,30830205;239,71;119,41;35,41;294,37;218,818;14956,8;0,0197
"34";"Terminalia catappa";"N";2;"02_1";"02_1_4";9;9;13;13;713;15;15;2;NA;103,69;89,9;490,95;0,58;11,27;16,30830205;222,17;136,62;26,55;310,4;297,862;14110;0,022
"35";"Terminalia catappa";"N";2;"02_1";"02_1_5";9;9;13;13;713;15;15;2;NA;103,69;89,9;490,95;0,58;11,27;16,30830205;203,73;130,1;24,24;329,24;326,908;13261,99;0,0248
"36";"Terminalia catappa";"N";2;"02_2";"02_2_1";8,5;8,5;22;22;513;25;25;2;NA;397,36;320,13;201,06;0,29;5,28;7,372685161;187,23;132,71;18,98;348,15;266,433;11809,97;0,0295
"37";"Terminalia catappa";"N";2;"02_2";"02_2_2";8,5;8,5;22;22;513;25;25;2;NA;397,36;320,13;201,06;0,29;5,28;7,372685161;185,71;128,65;19,97;350,01;186,535;11109,89;0,0315
"38";"Terminalia catappa";"N";2;"02_2";"02_2_4";8,5;8,5;22;22;513;25;25;2;NA;397,36;320,13;201,06;0,29;5,28;7,372685161;197;115,78;27,35;336,7;284,38;10784,22;0,0312
"39";"Terminalia catappa";"N";2;"02_2";"02_2_5";8,5;8,5;22;22;513;25;25;2;NA;397,36;320,13;201,06;0,29;5,28;7,372685161;282,17;211,46;18,5;261,67;240,15;15296,18;0,0171
"40";"Terminalia catappa";"N";2;"02_2";"02_2_3";8,5;8,5;22;22;513;25;25;2;NA;397,36;320,13;201,06;0,29;5,28;7,372685161;181,81;113,29;24,31;354,85;182,949;11803,16;0,0301
"41";"Terminalia catappa";"N";2;"02_3";"02_3_1";9;9;15;15;606;30;30;1;NA;107,39;97,54;482,19;0,48;7,965;31,34592761;279,14;182,7;25,44;263,75;251,296;15416,93;0,0171
"42";"Terminalia catappa";"N";2;"02_3";"02_3_2";9;9;15;15;606;30;30;1;NA;107,39;97,54;482,19;0,48;7,965;31,34592761;274,12;201,92;19,3;267,29;222,014;14732,18;0,0181
"43";"Terminalia catappa";"N";2;"02_3";"02_3_4";9;9;15;15;606;30;30;1;NA;107,39;97,54;482,19;0,48;7,965;31,34592761;231,45;163,03;20,64;301,7;121,061;14533,13;0,0208
"44";"Terminalia catappa";"N";2;"02_3";"02_3_5";9;9;15;15;606;30;30;1;NA;107,39;97,54;482,19;0,48;7,965;31,34592761;272,3;195,74;20,56;268,6;180,18;14768,85;0,0182
"45";"Terminalia catappa";"N";2;"02_3";"02_3_3";9;9;15;15;606;30;30;1;NA;107,39;97,54;482,19;0,48;7,965;31,34592761;223,15;132,97;27,91;309,45;295,79;12799,22;0,0242
"46";"Terminalia catappa";"N";2;"02_4";"02_4_1";9;9;28;28;632;25;25;5;NA;131,94;109,39;431,14;0,47;9,64;38,90706486;242,43;197,3;13,18;292,03;196,003;13243,45;0,0221
"47";"Terminalia catappa";"N";2;"02_4";"02_4_5";9;9;28;28;632;25;25;5;NA;131,94;109,39;431,14;0,47;9,64;38,90706486;257,28;209,09;13,49;279,89;248,77;12990,6;0,0215
"48";"Terminalia catappa";"N";2;"02_4";"02_4_2";9;9;28;28;632;25;25;5;NA;131,94;109,39;431,14;0,47;9,64;38,90706486;244,58;204,49;11,64;290,21;263,686;13606,09;0,0213
"49";"Terminalia catappa";"N";2;"02_4";"02_4_3";9;9;28;28;632;25;25;5;NA;131,94;109,39;431,14;0,47;9,64;38,90706486;244,77;226,69;5,25;290,05;258,854;13336,12;0,0217
"50";"Terminalia catappa";"N";2;"02_4";"02_4_4";9;9;28;28;632;25;25;5;NA;131,94;109,39;431,14;0,47;9,64;38,90706486;261,76;214,55;13,05;276,42;317,005;12431,57;0,0222
"51";"Terminalia catappa";"N";2;"02_5";"02_5_3";NA;NA;NA;NA;NA;NA;NA;3;NA;202,33;185,57;330,76;0,53;12,14;28,34690237;198,12;131,04;22,5;335,44;142,763;10330,17;0,0325
"52";"Terminalia catappa";"N";2;"02_5";"02_5_2";NA;NA;NA;NA;NA;NA;NA;3;NA;202,33;185,57;330,76;0,53;12,14;28,34690237;175,91;132,02;15,9;362,44;176,975;11047,13;0,0328
"53";"Terminalia catappa";"N";2;"02_5";"02_5_4";NA;NA;NA;NA;NA;NA;NA;3;NA;202,33;185,57;330,76;0,53;12,14;28,34690237;188,04;135,78;18,14;347,18;202,735;10778,04;0,0322
"54";"Terminalia catappa";"N";2;"02_5";"02_5_5";NA;NA;NA;NA;NA;NA;NA;3;NA;202,33;185,57;330,76;0,53;12,14;28,34690237;267,48;140,2;34,63;272,13;173,29;13580,72;0,02
"55";"Terminalia catappa";"N";2;"02_5";"02_5_1";NA;NA;NA;NA;NA;NA;NA;3;NA;202,33;185,57;330,76;0,53;12,14;28,34690237;205,42;148,94;18,49;327,42;196,583;10982,29;0,0298
"56";"Terminalia catappa";"N";2;"02_6";"02_6_1";9;9;18;18;688;45;45;1;NA;101,33;92,55;496,7;0,52;9,66;28,2256975;193,89;124,89;23,48;340,27;264,661;10440,28;0,0326
"57";"Terminalia catappa";"N";2;"02_6";"02_6_2";9;9;18;18;688;45;45;1;NA;101,33;92,55;496,7;0,52;9,66;28,2256975;232,44;195,27;11,18;300,8;215,001;9880,56;0,0304
"58";"Terminalia catappa";"N";2;"02_6";"02_6_4";9;9;18;18;688;45;45;1;NA;101,33;92,55;496,7;0,52;9,66;28,2256975;193,85;65,66;43,62;340,31;370,162;10308,05;0,033
"59";"Terminalia catappa";"N";2;"02_6";"02_6_5";9;9;18;18;688;45;45;1;NA;101,33;92,55;496,7;0,52;9,66;28,2256975;226,54;187,4;11,98;306,25;248,482;9782,76;0,0313
"60";"Terminalia catappa";"N";2;"02_6";"02_6_3";9;9;18;18;688;45;45;1;NA;101,33;92,55;496,7;0,52;9,66;28,2256975;218,49;178,86;12,44;313,98;133,588;10695,6;0,0294
"61";"Alphitonia neocaledonica";"M";3;"03_1";"03_1_1";9;9;104;104;848;85;85;20;5,12;72,47;59,18;579,8;0,89;17,36;8,093595818;97,08;59,06;19,29;507,42;20,437;5975,73;0,0849
"62";"Alphitonia neocaledonica";"M";3;"03_1";"03_1_2";9;9;104;104;848;85;85;20;5,12;72,47;59,18;579,8;0,89;17,36;8,093595818;100,95;66,25;17,27;497,65;19,278;6081,39;0,0818
"63";"Alphitonia neocaledonica";"M";3;"03_1";"03_1_3";9;9;104;104;848;85;85;20;5,12;72,47;59,18;579,8;0,89;17,36;8,093595818;98,83;60,23;19,41;502,94;10,827;6331,58;0,0794
"64";"Alphitonia neocaledonica";"M";3;"03_1";"03_1_4";9;9;104;104;848;85;85;20;5,12;72,47;59,18;579,8;0,89;17,36;8,093595818;104,86;58,3;22,73;488,14;15,55;6295,55;0,0775
"65";"Alphitonia neocaledonica";"M";3;"03_1";"03_1_5";9;9;104;104;848;85;85;20;5,12;72,47;59,18;579,8;0,89;17,36;8,093595818;100,25;68,19;16,01;499,36;22,549;5737,66;0,087
"66";"Alphitonia neocaledonica";"M";3;"03_2";"03_2_2";9;9;81;81;880,5;95;95;7;4,49;81,34;68,38;551,46;0,83;15,545;16,71824521;108,8;62,73;22,06;478,92;25,731;4818,54;0,0994
"67";"Alphitonia neocaledonica";"M";3;"03_2";"03_2_3";9;9;81;81;880,5;95;95;7;4,49;81,34;68,38;551,46;0,83;15,545;16,71824521;107,13;66,6;19,57;482,79;25,181;4724,39;0,1022
"68";"Alphitonia neocaledonica";"M";3;"03_2";"03_2_4";9;9;81;81;880,5;95;95;7;4,49;81,34;68,38;551,46;0,83;15,545;16,71824521;101,2;58,2;21,37;497,02;22,225;4445;0,1118
"69";"Alphitonia neocaledonica";"M";3;"03_2";"03_2_5";9;9;81;81;880,5;95;95;7;4,49;81,34;68,38;551,46;0,83;15,545;16,71824521;82,51;15,59;36,67;547,92;20,659;3927,57;0,1395
"70";"Alphitonia neocaledonica";"M";3;"03_2";"03_2_1";9;9;81;81;880,5;95;95;7;4,49;81,34;68,38;551,46;0,83;15,545;16,71824521;106,61;61,67;21,75;484,01;10,48;4616,74;0,1048
"71";"Alphitonia neocaledonica";"M";3;"03_3";"03_3_2";9;9;144;144;844,5;85;85;8;1,51;83,55;68,8;544,81;0,59;11,685;12,61632182;91,42;38,75;27,51;522,42;33,615;4371,26;0,1195
"72";"Alphitonia neocaledonica";"M";3;"03_3";"03_3_3";9;9;144;144;844,5;85;85;8;1,51;83,55;68,8;544,81;0,59;11,685;12,61632182;78,05;32,25;25,72;561,64;15,41;4176,15;0,1345
"73";"Alphitonia neocaledonica";"M";3;"03_3";"03_3_4";9;9;144;144;844,5;85;85;8;1,51;83,55;68,8;544,81;0,59;11,685;12,61632182;84,86;31,19;29,03;540,94;18,163;4165,83;0,1299
"74";"Alphitonia neocaledonica";"M";3;"03_3";"03_3_1";9;9;144;144;844,5;85;85;8;1,51;83,55;68,8;544,81;0,59;11,685;12,61632182;97,47;45,06;26,54;506,41;18,793;4757,72;0,1064
"75";"Alphitonia neocaledonica";"M";3;"03_3";"03_3_5";9;9;144;144;844,5;85;85;8;1,51;83,55;68,8;544,81;0,59;11,685;12,61632182;95,61;29,51;33,79;511,22;18,328;4470,24;0,1144
"76";"Alphitonia neocaledonica";"M";3;"03_4";"03_4_1";9;9;68;68;751,3;40;40;7;1,82;86,1;69,39;537,33;0,51;10,65;19,85008499;110,99;68,68;20,05;473,96;13,741;7550;0,0628
"77";"Alphitonia neocaledonica";"M";3;"03_4";"03_4_2";9;9;68;68;751,3;40;40;7;1,82;86,1;69,39;537,33;0,51;10,65;19,85008499;116,63;74,94;19,24;461,62;29,52;7113,25;0,0649
"78";"Alphitonia neocaledonica";"M";3;"03_4";"03_4_3";9;9;68;68;751,3;40;40;7;1,82;86,1;69,39;537,33;0,51;10,65;19,85008499;111,08;75,28;16,96;473,76;24,288;6900;0,0687
"79";"Alphitonia neocaledonica";"M";3;"03_4";"03_4_5";9;9;68;68;751,3;40;40;7;1,82;86,1;69,39;537,33;0,51;10,65;19,85008499;81,82;32,99;26,86;550;41,211;5352,08;0,1028
"80";"Alphitonia neocaledonica";"M";3;"03_4";"03_4_4";9;9;68;68;751,3;40;40;7;1,82;86,1;69,39;537,33;0,51;10,65;19,85008499;125,3;85,57;17,63;443,86;49,993;8487,78;0,0523
"81";"Alphitonia neocaledonica";"M";3;"03_5";"03_5_1";9;9;112;112;820,8;90;90;8;4,11;66,48;58,89;600,66;0,89;17,555;18,94770657;82,87;40,67;23,08;546,82;10,664;3261,16;0,1677
"82";"Alphitonia neocaledonica";"M";3;"03_5";"03_5_2";9;9;112;112;820,8;90;90;8;4,11;66,48;58,89;600,66;0,89;17,555;18,94770657;93,75;62,72;16,01;516,13;16,663;3719,42;0,1388
"83";"Alphitonia neocaledonica";"M";3;"03_5";"03_5_3";9;9;112;112;820,8;90;90;8;4,11;66,48;58,89;600,66;0,89;17,555;18,94770657;76,06;31,65;25,23;567,98;12,949;3443,88;0,1649
"84";"Alphitonia neocaledonica";"M";3;"03_5";"03_5_5";9;9;112;112;820,8;90;90;8;4,11;66,48;58,89;600,66;0,89;17,555;18,94770657;75,39;29,47;26,18;570,14;24,086;3169,21;0,1799
"85";"Alphitonia neocaledonica";"M";3;"03_5";"03_5_4";9;9;112;112;820,8;90;90;8;4,11;66,48;58,89;600,66;0,89;17,555;18,94770657;100,42;63,13;18,61;498,96;17,703;3688,12;0,1353
"86";"Alphitonia neocaledonica";"M";3;"03_6";"03_6_1";9;9;78;78;776,2;85;85;11;2,72;73,99;61,55;574,75;0,71;13,045;34,60836234;71,81;13,64;33,86;582,02;20,646;3095,35;0,188
"87";"Alphitonia neocaledonica";"M";3;"03_6";"03_6_2";9;9;78;78;776,2;85;85;11;2,72;73,99;61,55;574,75;0,71;13,045;34,60836234;76,25;12,75;36,03;567,38;26,31;3288,75;0,1725
"88";"Alphitonia neocaledonica";"M";3;"03_6";"03_6_3";9;9;78;78;776,2;85;85;11;2,72;73,99;61,55;574,75;0,71;13,045;34,60836234;82,85;23,83;32,28;546,89;17,94;3238,27;0,1689
"89";"Alphitonia neocaledonica";"M";3;"03_6";"03_6_4";9;9;78;78;776,2;85;85;11;2,72;73,99;61,55;574,75;0,71;13,045;34,60836234;92,06;56,98;18,26;520,66;21,866;3470,79;0,15
"90";"Alphitonia neocaledonica";"M";3;"03_6";"03_6_5";9;9;78;78;776,2;85;85;11;2,72;73,99;61,55;574,75;0,71;13,045;34,60836234;97,42;64,3;16,78;506,55;21,676;3501,78;0,1447
"91";"Grevillea rubiginosa";"M";4;"04_1";"04_1_3";8;8;33;33;644,8;15;15;5;1,95;78,31;58,92;560,82;0,63;10,705;80,46791821;130,88;22,55;46,92;433,12;10,844;5315,69;0,0815
"92";"Grevillea rubiginosa";"M";4;"04_1";"04_1_1";8;8;33;33;644,8;15;15;5;1,95;78,31;58,92;560,82;0,63;10,705;80,46791821;126,84;21,05;46,64;440,84;10,298;5420;0,0813
"93";"Grevillea rubiginosa";"M";4;"04_1";"04_1_4";8;8;33;33;644,8;15;15;5;1,95;78,31;58,92;560,82;0,63;10,705;80,46791821;128;20,5;47,15;438,6;10,907;5453,5;0,0804
"94";"Grevillea rubiginosa";"M";4;"04_1";"04_1_5";8;8;33;33;644,8;15;15;5;1,95;78,31;58,92;560,82;0,63;10,705;80,46791821;104,83;26,14;38,42;488,21;15,476;4396,59;0,111
"95";"Grevillea rubiginosa";"M";4;"04_1";"04_1_2";8;8;33;33;644,8;15;15;5;1,95;78,31;58,92;560,82;0,63;10,705;80,46791821;129,5;37,16;40,23;435,73;13,861;5310,73;0,082
"96";"Grevillea rubiginosa";"M";4;"04_2";"04_2_1";9;9;85;85;642,2;45;45;14;2,12;86,74;72,28;535,49;0,65;12,29;70,03240172;95,08;18,44;39,29;512,61;11,082;4541,8;0,1129
"97";"Grevillea rubiginosa";"M";4;"04_2";"04_2_2";9;9;85;85;642,2;45;45;14;2,12;86,74;72,28;535,49;0,65;12,29;70,03240172;97,05;28,41;34,83;507,49;11,47;4232,47;0,1199
"98";"Grevillea rubiginosa";"M";4;"04_2";"04_2_4";9;9;85;85;642,2;45;45;14;2,12;86,74;72,28;535,49;0,65;12,29;70,03240172;80,45;12,03;37,92;554,17;9,742;3662,41;0,1513
"99";"Grevillea rubiginosa";"M";4;"04_2";"04_2_5";9;9;85;85;642,2;45;45;14;2,12;86,74;72,28;535,49;0,65;12,29;70,03240172;94,91;25,46;35,63;513,06;9,693;4487,5;0,1143
"100";"Grevillea rubiginosa";"M";4;"04_2";"04_2_3";9;9;85;85;642,2;45;45;14;2,12;86,74;72,28;535,49;0,65;12,29;70,03240172;98,19;28,62;35,1;504,57;12,588;4560,87;0,1106
"101";"Grevillea rubiginosa";"M";4;"04_3";"04_3_1";8,5;8,5;98;98;845,6;95;95;12;3,42;69,7;62,78;589,29;0,88;15,4;84,65773811;87,56;9,62;41,55;533,17;16,715;3923,71;0,1359
"102";"Grevillea rubiginosa";"M";4;"04_3";"04_3_2";8,5;8,5;98;98;845,6;95;95;12;3,42;69,7;62,78;589,29;0,88;15,4;84,65773811;101,4;13,73;43,53;496,52;15,247;4270,87;0,1163
"103";"Grevillea rubiginosa";"M";4;"04_3";"04_3_3";8,5;8,5;98;98;845,6;95;95;12;3,42;69,7;62,78;589,29;0,88;15,4;84,65773811;105,17;11,25;45,78;487,41;14,486;4403,04;0,1107
"104";"Grevillea rubiginosa";"M";4;"04_3";"04_3_4";8,5;8,5;98;98;845,6;95;95;12;3,42;69,7;62,78;589,29;0,88;15,4;84,65773811;92,11;12,06;41,67;520,53;16,88;3916,47;0,1329
"105";"Grevillea rubiginosa";"M";4;"04_3";"04_3_5";8,5;8,5;98;98;845,6;95;95;12;3,42;69,7;62,78;589,29;0,88;15,4;84,65773811;89,16;8,43;42,68;528,66;13,956;4203,61;0,1258
"106";"Grevillea rubiginosa";"M";4;"04_4";"04_4_2";7;7;53;53;746,7;30;30;5;3,3;66,74;60,99;599,74;0,88;16,055;92,75083446;108,74;22,53;41,3;479,07;17,288;3974,25;0,1205
"107";"Grevillea rubiginosa";"M";4;"04_4";"04_4_3";7;7;53;53;746,7;30;30;5;3,3;66,74;60,99;599,74;0,88;16,055;92,75083446;116,72;11,85;48,39;461,41;13,414;4673,87;0,0987
"108";"Grevillea rubiginosa";"M";4;"04_4";"04_4_4";7;7;53;53;746,7;30;30;5;3,3;66,74;60,99;599,74;0,88;16,055;92,75083446;114,21;17,57;45,11;466,83;31,722;4098,45;0,1139
"109";"Grevillea rubiginosa";"M";4;"04_4";"04_4_5";7;7;53;53;746,7;30;30;5;3,3;66,74;60,99;599,74;0,88;16,055;92,75083446;116,05;12,65;47,86;462,85;31,199;4244,76;0,109
"110";"Grevillea rubiginosa";"M";4;"04_4";"04_4_1";7;7;53;53;746,7;30;30;5;3,3;66,74;60,99;599,74;0,88;16,055;92,75083446;112,27;12,05;47,22;471,09;19;4318,18;0,1091
"111";"Grevillea rubiginosa";"M";4;"04_5";"04_5_2";9;9;77;77;788;95;95;16;3,03;76,39;64,27;566,93;0,72;12,86;64,63856294;88,94;17,05;38,05;529,27;20,501;4723,73;0,112
"112";"Grevillea rubiginosa";"M";4;"04_5";"04_5_3";9;9;77;77;788;95;95;16;3,03;76,39;64,27;566,93;0,72;12,86;64,63856294;91,03;24,22;34,98;523,47;10,848;4864,57;0,1076
"113";"Grevillea rubiginosa";"M";4;"04_5";"04_5_4";9;9;77;77;788;95;95;16;3,03;76,39;64,27;566,93;0,72;12,86;64,63856294;95,26;13,74;41,75;512,14;10,777;5107,58;0,1003
"114";"Grevillea rubiginosa";"M";4;"04_5";"04_5_1";9;9;77;77;788;95;95;16;3,03;76,39;64,27;566,93;0,72;12,86;64,63856294;89,67;11,33;41,3;527,24;14,627;4875,67;0,1081
"115";"Grevillea rubiginosa";"M";4;"04_5";"04_5_5";9;9;77;77;788;95;95;16;3,03;76,39;64,27;566,93;0,72;12,86;64,63856294;90,2;21,83;35,95;525,76;21,149;4710,24;0,1116
"116";"Grevillea rubiginosa";"M";4;"04_6";"04_6_1";8,5;8,5;66;66;835,4;55;55;19;3,84;74,09;61,31;574,41;0,73;13,565;64,66691553;83,63;13,9;37,97;544,57;17,836;3999,1;0,1362
"117";"Grevillea rubiginosa";"M";4;"04_6";"04_6_2";8,5;8,5;66;66;835,4;55;55;19;3,84;74,09;61,31;574,41;0,73;13,565;64,66691553;81,04;4,83;42,09;552,36;11,443;4253,9;0,1298
"118";"Grevillea rubiginosa";"M";4;"04_6";"04_6_3";8,5;8,5;66;66;835,4;55;55;19;3,84;74,09;61,31;574,41;0,73;13,565;64,66691553;85,76;12,06;39,68;538,32;22,838;3825,46;0,1407
"119";"Grevillea rubiginosa";"M";4;"04_6";"04_6_5";8,5;8,5;66;66;835,4;55;55;19;3,84;74,09;61,31;574,41;0,73;13,565;64,66691553;81,36;10,17;39,25;551,4;14,262;4028,81;0,1369
"120";"Grevillea rubiginosa";"M";4;"04_6";"04_6_4";8,5;8,5;66;66;835,4;55;55;19;3,84;74,09;61,31;574,41;0,73;13,565;64,66691553;110,48;28,61;38,9;475,1;16,755;4746,46;0,1001
"121";"Codia spatulata";"M";5;"05_1";"05_1_1";9;9;59;59;656,9;95;95;12;7,26;91,39;78,78;522,49;0,87;14,415;44,08142776;121,81;58,78;28,42;450,83;22,205;4104,44;0,1098
"122";"Codia spatulata";"M";5;"05_1";"05_1_2";9;9;59;59;656,9;95;95;12;7,26;91,39;78,78;522,49;0,87;14,415;44,08142776;124,48;56,9;30,11;445,47;13,839;4772,07;0,0933
"123";"Codia spatulata";"M";5;"05_1";"05_1_3";9;9;59;59;656,9;95;95;12;7,26;91,39;78,78;522,49;0,87;14,415;44,08142776;109,25;14,75;45,16;477,9;16,666;4166,5;0,1147
"124";"Codia spatulata";"M";5;"05_1";"05_1_5";9;9;59;59;656,9;95;95;12;7,26;91,39;78,78;522,49;0,87;14,415;44,08142776;123,34;31,23;41,24;447,74;15,945;5029,97;0,089
"125";"Codia spatulata";"M";5;"05_1";"05_1_4";9;9;59;59;656,9;95;95;12;7,26;91,39;78,78;522,49;0,87;14,415;44,08142776;119,33;64,24;25,12;455,92;20,935;4352,39;0,1048
"126";"Codia spatulata";"M";5;"05_2";"05_2_1";9;9;34;34;732,6;45;45;8;6,82;95,48;81,72;511,55;0,73;13,15;16,82228944;109,52;84,13;12,12;477,27;15,664;4972,7;0,096
"127";"Codia spatulata";"M";5;"05_2";"05_2_2";9;9;34;34;732,6;45;45;8;6,82;95,48;81,72;511,55;0,73;13,15;16,82228944;118,32;76,79;19,02;458,04;31,171;4758,93;0,0962
