"";"Nom_scientifique";"Milieu_recolte";"ID_espece";"ID_echantillon";"ID_Feuille";"DI";"DI_test";"BT";"BT_test";"MT";"BB";"BB_test";"Nb_ramifications";"SD";"TMC_t0";"TMC_t24";"TDMC";"TD";"TDIA";"Gmin";"LMC_t0";"LMC_t24";"PEF";"LDMC";"Surface_F";"SLA";"LT"
"279";"Hibbertia lucens";"M";10;"10_2";"10_2_3";9;9;35;35;818;80;80;11;3,87;97,27;76,11;506,92;0,97;11,52;73,38290757;224,39;118,29;32,71;308,27;6,198;7558,54;0,0408
"280";"Hibbertia lucens";"M";10;"10_2";"10_2_2";9;9;35;35;818;80;80;11;3,87;97,27;76,11;506,92;0,97;11,52;73,38290757;216,87;73,49;45,25;315,59;5,997;7225,3;0,0437
"281";"Hibbertia lucens";"M";10;"10_3";"10_3_2";9;9;40;40;766;60;60;8;3,51;96,36;71,08;509,28;0,88;10,48;67,84959917;219,3;35,96;57,42;313,19;8,57;7517,54;0,0417
"282";"Hibbertia lucens";"M";10;"10_3";"10_3_3";9;9;40;40;766;60;60;8;3,51;96,36;71,08;509,28;0,88;10,48;67,84959917;202,34;28,12;57,62;330,75;8,622;6735,94;0,0491
"283";"Hibbertia lucens";"M";10;"10_3";"10_3_1";9;9;40;40;766;60;60;8;3,51;96,36;71,08;509,28;0,88;10,48;67,84959917;264,15;133,96;35,75;274,61;8,814;8315,09;0,033
"284";"Hibbertia lucens";"M";10;"10_3";"10_3_5";9;9;40;40;766;60;60;8;3,51;96,36;71,08;509,28;0,88;10,48;67,84959917;233,33;91,23;42,63;300;9,003;7897,37;0,038
"285";"Hibbertia lucens";"M";10;"10_3";"10_3_4";9;9;40;40;766;60;60;8;3,51;96,36;71,08;509,28;0,88;10,48;67,84959917;235,85;104,72;39,04;297,75;8,553;8068,87;0,0369
"286";"Hibbertia lucens";"M";10;"10_4";"10_4_3";9;9;58;58;840;45;45;7;4,61;91,8;77,12;521,38;0,93;12,465;44,10525316;188,06;23,88;56,99;347,15;9,148;6826,87;0,0509
"287";"Hibbertia lucens";"M";10;"10_4";"10_4_4";9;9;58;58;840;45;45;7;4,61;91,8;77,12;521,38;0,93;12,465;44,10525316;161,54;23,08;52,94;382,35;7,602;5847,69;0,0654
"288";"Hibbertia lucens";"M";10;"10_4";"10_4_2";9;9;58;58;840;45;45;7;4,61;91,8;77,12;521,38;0,93;12,465;44,10525316;176,8;24,8;54,91;361,27;8,071;6456,8;0,056
"289";"Hibbertia lucens";"M";10;"10_4";"10_4_1";9;9;58;58;840;45;45;7;4,61;91,8;77,12;521,38;0,93;12,465;44,10525316;261,9;65,08;54,39;276,32;5,575;8849,21;0,0312
"290";"Hibbertia lucens";"M";10;"10_4";"10_4_5";9;9;58;58;840;45;45;7;4,61;91,8;77,12;521,38;0,93;12,465;44,10525316;181,42;29,2;54,09;355,35;7,638;6759,29;0,0526
"291";"Hibbertia lucens";"M";10;"10_5";"10_5_2";9,5;9,5;38;38;803;40;40;9;4,81;94,37;75,34;514,49;0,94;11,57;56,18775471;222,13;71,31;46,82;310,43;10,066;8250,82;0,0376
"292";"Hibbertia lucens";"M";10;"10_5";"10_5_3";9,5;9,5;38;38;803;40;40;9;4,81;94,37;75,34;514,49;0,94;11,57;56,18775471;196,41;20,96;59,19;337,37;12,52;7497,01;0,045
"293";"Hibbertia lucens";"M";10;"10_5";"10_5_1";9,5;9,5;38;38;803;40;40;9;4,81;94,37;75,34;514,49;0,94;11,57;56,18775471;195,38;90,75;35,42;338,55;12,707;7345,09;0,0461
"294";"Hibbertia lucens";"M";10;"10_5";"10_5_5";9,5;9,5;38;38;803;40;40;9;4,81;94,37;75,34;514,49;0,94;11,57;56,18775471;219,44;109,72;34,35;313,04;11,407;7921,53;0,0395
"295";"Hibbertia lucens";"M";10;"10_5";"10_5_4";9,5;9,5;38;38;803;40;40;9;4,81;94,37;75,34;514,49;0,94;11,57;56,18775471;212,03;123,42;28,4;320,49;12,358;7821,52;0,041
"296";"Hibbertia lucens";"M";10;"10_6";"10_6_3";9;9;44;44;726;60;60;12;4,28;90,08;76,19;526,09;1,42;16,49;52,44866799;206,16;165,75;13,2;326,62;10,435;7147,26;0,0457
"297";"Hibbertia lucens";"M";10;"10_6";"10_6_2";9;9;44;44;726;60;60;12;4,28;90,08;76,19;526,09;1,42;16,49;52,44866799;207,59;110,13;31,69;325,1;10,371;6563,92;0,0495
"298";"Hibbertia lucens";"M";10;"10_6";"10_6_1";9;9;44;44;726;60;60;12;4,28;90,08;76,19;526,09;1,42;16,49;52,44866799;207,04;52,11;50,46;325,69;9,878;6956,34;0,0468
"299";"Hibbertia lucens";"M";10;"10_6";"10_6_4";9;9;44;44;726;60;60;12;4,28;90,08;76,19;526,09;1,42;16,49;52,44866799;154,49;17,95;53,65;392,95;8,938;5729,49;0,0686
"300";"Hibbertia lucens";"M";10;"10_6";"10_6_5";9;9;44;44;726;60;60;12;4,28;90,08;76,19;526,09;1,42;16,49;52,44866799;155,77;25;51,13;390,98;6,478;6228,85;0,0628
"301";"Metrosideros laurifolia";"M";11;"11_1";"11_1_1";8,5;8,5;108;108;809;40;40;7;7,02;90,57;79,3;524,74;1,11;16,36;18,62499334;128,13;110,51;7,72;438,36;27,314;3879,83;0,113
"302";"Metrosideros laurifolia";"M";11;"11_1";"11_1_2";8,5;8,5;108;108;809;40;40;7;7,02;90,57;79,3;524,74;1,11;16,36;18,62499334;137,49;119,07;7,75;421,08;37,557;4140,79;0,1017
"303";"Metrosideros laurifolia";"M";11;"11_1";"11_1_3";8,5;8,5;108;108;809;40;40;7;7,02;90,57;79,3;524,74;1,11;16,36;18,62499334;135,17;114,21;8,92;425,22;36,135;4073,84;0,1044
"304";"Metrosideros laurifolia";"M";11;"11_1";"11_1_4";8,5;8,5;108;108;809;40;40;7;7,02;90,57;79,3;524,74;1,11;16,36;18,62499334;137,33;119,71;7,43;421,35;39,569;4126,07;0,1021
"305";"Metrosideros laurifolia";"M";11;"11_1";"11_1_5";8,5;8,5;108;108;809;40;40;7;7,02;90,57;79,3;524,74;1,11;16,36;18,62499334;134,07;116,74;7,4;427,21;34,121;3995,43;0,1069
"306";"Metrosideros laurifolia";"M";11;"11_2";"11_2_3";8;8;17;17;500;5;5;9;4,25;79,92;67,81;555,81;1,06;16,03;24,57046713;120,27;77,51;19,41;454;33,882;3011,73;0,1507
"307";"Metrosideros laurifolia";"M";11;"11_2";"11_2_2";8;8;17;17;500;5;5;9;4,25;79,92;67,81;555,81;1,06;16,03;24,57046713;125,74;92,83;14,58;442,99;45,066;3169,2;0,1398
"308";"Metrosideros laurifolia";"M";11;"11_2";"11_2_5";8;8;17;17;500;5;5;9;4,25;79,92;67,81;555,81;1,06;16,03;24,57046713;122,6;92,84;13,37;449,24;43,365;3202,73;0,1403
"309";"Metrosideros laurifolia";"M";11;"11_2";"11_2_4";8;8;17;17;500;5;5;9;4,25;79,92;67,81;555,81;1,06;16,03;24,57046713;114,39;75,71;18,04;466,43;42,313;2928,24;0,1593
"310";"Metrosideros laurifolia";"M";11;"11_2";"11_2_1";8;8;17;17;500;5;5;9;4,25;79,92;67,81;555,81;1,06;16,03;24,57046713;119,54;72,18;21,57;455,49;43,371;3093,51;0,1472
"311";"Metrosideros laurifolia";"M";11;"11_3";"11_3_4";8;8;131;131;845;75;75;5;6,47;83,66;71,27;544,49;1,03;17,695;20,7316748;127,76;63,42;28,25;439,06;38,55;3905,78;0,1124
"312";"Metrosideros laurifolia";"M";11;"11_3";"11_3_5";8;8;131;131;845;75;75;5;6,47;83,66;71,27;544,49;1,03;17,695;20,7316748;123,81;89,18;15,47;446,81;34,792;3765,37;0,1187
"313";"Metrosideros laurifolia";"M";11;"11_3";"11_3_2";8;8;131;131;845;75;75;5;6,47;83,66;71,27;544,49;1,03;17,695;20,7316748;124,93;77,36;21,15;444,58;65,485;3572,56;0,1244
"314";"Metrosideros laurifolia";"M";11;"11_3";"11_3_1";8;8;131;131;845;75;75;5;6,47;83,66;71,27;544,49;1,03;17,695;20,7316748;130,2;101,33;12,54;434,4;60,344;3828,93;0,1135
"315";"Metrosideros laurifolia";"M";11;"11_3";"11_3_3";8;8;131;131;845;75;75;5;6,47;83,66;71,27;544,49;1,03;17,695;20,7316748;131,3;95,72;15,38;432,33;51,977;3766,45;0,1148
"316";"Metrosideros laurifolia";"M";11;"11_4";"11_4_2";7;7;22;22;630;5;5;11;5,3;66,23;55,85;601,59;1,03;15,52;10,59245055;152,58;137,12;6,12;395,92;52,724;3994,24;0,0991
"317";"Metrosideros laurifolia";"M";11;"11_4";"11_4_3";7;7;22;22;630;5;5;11;5,3;66,23;55,85;601,59;1,03;15,52;10,59245055;171,5;156,82;5,41;368,33;48,672;4639,85;0,0794
"318";"Metrosideros laurifolia";"M";11;"11_4";"11_4_1";7;7;22;22;630;5;5;11;5,3;66,23;55,85;601,59;1,03;15,52;10,59245055;154,52;140,31;5,58;392,89;47,276;4072,01;0,0965
"319";"Metrosideros laurifolia";"M";11;"11_4";"11_4_5";7;7;22;22;630;5;5;11;5,3;66,23;55,85;601,59;1,03;15,52;10,59245055;163,85;145,71;6,87;379,01;42,237;4641,43;0,0817
"320";"Metrosideros laurifolia";"M";11;"11_4";"11_4_4";7;7;22;22;630;5;5;11;5,3;66,23;55,85;601,59;1,03;15,52;10,59245055;148,24;131,16;6,88;402,84;38,31;3965,84;0,1016
"321";"Metrosideros laurifolia";"M";11;"11_5";"11_5_1";8,5;8,5;42;42;824;30;30;2;8,18;84,81;68,51;541,08;0,87;12,95;29,0728249;154,18;103,82;19,81;393,43;101,343;3993,03;0,0985
"322";"Metrosideros laurifolia";"M";11;"11_5";"11_5_2";8,5;8,5;42;42;824;30;30;2;8,18;84,81;68,51;541,08;0,87;12,95;29,0728249;156,32;103,47;20,62;390,13;110,177;4159,19;0,0938
"323";"Metrosideros laurifolia";"M";11;"11_5";"11_5_4";8,5;8,5;42;42;824;30;30;2;8,18;84,81;68,51;541,08;0,87;12,95;29,0728249;161,19;114,39;17,92;382,87;96,898;4318,09;0,0887
"324";"Metrosideros laurifolia";"M";11;"11_5";"11_5_5";8,5;8,5;42;42;824;30;30;2;8,18;84,81;68,51;541,08;0,87;12,95;29,0728249;151,45;103,69;18,99;397,69;102,77;4083,04;0,0974
"325";"Metrosideros laurifolia";"M";11;"11_5";"11_5_3";8,5;8,5;42;42;824;30;30;2;8,18;84,81;68,51;541,08;0,87;12,95;29,0728249;162,63;124,42;14,55;380,77;110,635;4189,13;0,0909
"326";"Metrosideros laurifolia";"M";11;"11_6";"11_6_4";7;7;19;19;479;5;5;9;8,81;66,61;56,58;600,21;1,27;16,185;21,36389344;128,66;102,12;11,61;437,33;60,198;3183,4;0,1374
"327";"Metrosideros laurifolia";"M";11;"11_6";"11_6_5";7;7;19;19;479;5;5;9;8,81;66,61;56,58;600,21;1,27;16,185;21,36389344;128,52;100,88;12,09;437,6;28,06;3525,13;0,1241
"328";"Metrosideros laurifolia";"M";11;"11_6";"11_6_3";7;7;19;19;479;5;5;9;8,81;66,61;56,58;600,21;1,27;16,185;21,36389344;123,25;95,22;12,56;447,92;57,472;3159,54;0,1418
"329";"Metrosideros laurifolia";"M";11;"11_6";"11_6_2";7;7;19;19;479;5;5;9;8,81;66,61;56,58;600,21;1,27;16,185;21,36389344;121,07;92,86;12,76;452,34;27,461;3269,17;0,1384
"330";"Metrosideros laurifolia";"M";11;"11_6";"11_6_1";7;7;19;19;479;5;5;9;8,81;66,61;56,58;600,21;1,27;16,185;21,36389344;132,21;110,31;9,43;430,64;62,494;3338,35;0,129
"331";"Tristaniopsis glauca";"M";12;"12_1";"12_1_1";9;9;87;87;818;95;95;7;2,84;59,79;41,28;625,82;0,72;9,13;19,7655396;93,01;54,45;19,98;518,11;18,942;4013,14;0,1291
"332";"Tristaniopsis glauca";"M";12;"12_1";"12_1_4";9;9;87;87;818;95;95;7;2,84;59,79;41,28;625,82;0,72;9,13;19,7655396;89,76;62,05;14,6;526,98;12,886;3881,33;0,1358
"333";"Tristaniopsis glauca";"M";12;"12_1";"12_1_5";9;9;87;87;818;95;95;7;2,84;59,79;41,28;625,82;0,72;9,13;19,7655396;78,38;15,14;35,45;560,61;13,415;3625,68;0,1546
"334";"Tristaniopsis glauca";"M";12;"12_1";"12_1_3";9;9;87;87;818;95;95;7;2,84;59,79;41,28;625,82;0,72;9,13;19,7655396;88,98;57,02;16,91;529,15;14,449;3980,44;0,1329
"335";"Tristaniopsis glauca";"M";12;"12_1";"12_1_2";9;9;87;87;818;95;95;7;2,84;59,79;41,28;625,82;0,72;9,13;19,7655396;91,25;57,92;17,43;522,87;16,371;3870,21;0,1351
"336";"Tristaniopsis glauca";"M";12;"12_2";"12_2_2";9;9;56;56;806;85;85;9;5,35;55,21;45,7;644,27;1,07;13,845;16,11654355;84,27;41,01;23,48;542,68;16,162;3026,59;0,1793
"337";"Tristaniopsis glauca";"M";12;"12_2";"12_2_3";9;9;56;56;806;85;85;9;5,35;55,21;45,7;644,27;1,07;13,845;16,11654355;86,95;51,96;18,72;534,92;12,012;3136,29;0,1706
"338";"Tristaniopsis glauca";"M";12;"12_2";"12_2_5";9;9;56;56;806;85;85;9;5,35;55,21;45,7;644,27;1,07;13,845;16,11654355;89,41;62,71;14,09;527,96;7,741;3280,08;0,161
"339";"Tristaniopsis glauca";"M";12;"12_2";"12_2_4";9;9;56;56;806;85;85;9;5,35;55,21;45,7;644,27;1,07;13,845;16,11654355;85,8;55,87;16,11;538,23;16,593;3142,61;0,1713
"340";"Tristaniopsis glauca";"M";12;"12_2";"12_2_1";9;9;56;56;806;85;85;9;5,35;55,21;45,7;644,27;1,07;13,845;16,11654355;102,08;73,44;14,18;494,85;7,203;3751,56;0,1319
"341";"Tristaniopsis glauca";"M";12;"12_3";"12_3_2";9;9;43;43;785;95;95;8;5,13;54,69;43,9;646,45;0,79;10,69;23,61045702;102,2;80,96;10,51;494,55;17,893;3585,77;0,1379
"342";"Tristaniopsis glauca";"M";12;"12_3";"12_3_3";9;9;43;43;785;95;95;8;5,13;54,69;43,9;646,45;0,79;10,69;23,61045702;102,82;59,27;21,47;493,04;18,032;3635,48;0,1356
"343";"Tristaniopsis glauca";"M";12;"12_3";"12_3_1";9;9;43;43;785;95;95;8;5,13;54,69;43,9;646,45;0,79;10,69;23,61045702;87,99;27,42;32,22;531,94;18,924;3391,4;0,1568
"344";"Tristaniopsis glauca";"M";12;"12_3";"12_3_4";9;9;43;43;785;95;95;8;5,13;54,69;43,9;646,45;0,79;10,69;23,61045702;84,07;19,56;35,05;543,27;21,22;3347;0,1623
"345";"Tristaniopsis glauca";"M";12;"12_3";"12_3_5";9;9;43;43;785;95;95;8;5,13;54,69;43,9;646,45;0,79;10,69;23,61045702;89,2;13,62;39,95;528,53;20,958;3481,4;0,1518
"346";"Tristaniopsis glauca";"M";12;"12_4";"12_4_1";9;9;96;96;705;65;65;7;2,6;47,02;38,24;680,19;0,86;12,29;21,41047884;95,9;55,26;20,75;510,46;22,624;4032,8;0,1266
"347";"Tristaniopsis glauca";"M";12;"12_4";"12_4_2";9;9;96;96;705;65;65;7;2,6;47,02;38,24;680,19;0,86;12,29;21,41047884;96,12;59,22;18,81;509,9;16,97;4118,93;0,1238
"348";"Tristaniopsis glauca";"M";12;"12_4";"12_4_3";9;9;96;96;705;65;65;7;2,6;47,02;38,24;680,19;0,86;12,29;21,41047884;96,45;71,58;12,66;509,04;14,075;3845,63;0,1324
"349";"Tristaniopsis glauca";"M";12;"12_4";"12_4_4";9;9;96;96;705;65;65;7;2,6;47,02;38,24;680,19;0,86;12,29;21,41047884;99,8;45,44;27,21;500,51;19,338;3922,52;0,1276
"350";"Tristaniopsis glauca";"M";12;"12_4";"12_4_5";9;9;96;96;705;65;65;7;2,6;47,02;38,24;680,19;0,86;12,29;21,41047884;99,06;56,69;21,29;502,37;20,083;3782,11;0,1328
"351";"Tristaniopsis glauca";"M";12;"12_5";"12_5_4";9;9;53;53;717;85;85;10;2,97;62,1;47,16;616,9;0,92;12,01;19,03728002;96,75;70,04;13,58;508,26;12,181;4397,47;0,1156
"352";"Tristaniopsis glauca";"M";12;"12_5";"12_5_5";9;9;53;53;717;85;85;10;2,97;62,1;47,16;616,9;0,92;12,01;19,03728002;96,99;72,27;12,55;507,64;24,775;3926,31;0,1293
"353";"Tristaniopsis glauca";"M";12;"12_5";"12_5_2";9;9;53;53;717;85;85;10;2,97;62,1;47,16;616,9;0,92;12,01;19,03728002;95,71;68,93;13,69;510,95;11,971;4275,36;0,1195
"354";"Tristaniopsis glauca";"M";12;"12_5";"12_5_3";9;9;53;53;717;85;85;10;2,97;62,1;47,16;616,9;0,92;12,01;19,03728002;98,2;72,97;12,73;504,55;23,263;4191,53;0,1204
"355";"Tristaniopsis glauca";"M";12;"12_5";"12_5_1";9;9;53;53;717;85;85;10;2,97;62,1;47,16;616,9;0,92;12,01;19,03728002;100,29;75,54;12,36;499,28;27,555;3964,75;0,1259
"356";"Tristaniopsis glauca";"M";12;"12_6";"12_6_2";9;9;54;54;824;92;92;8;3,12;48,02;41,43;675,61;0,8;10,395;20,45282783;83,38;10,53;39,73;545,32;11,691;3238,5;0,1684
"357";"Tristaniopsis glauca";"M";12;"12_6";"12_6_3";9;9;54;54;824;92;92;8;3,12;48,02;41,43;675,61;0,8;10,395;20,45282783;84,25;21,26;34,19;542,74;9,24;3637,8;0,1492
"358";"Tristaniopsis glauca";"M";12;"12_6";"12_6_1";9;9;54;54;824;92;92;8;3,12;48,02;41,43;675,61;0,8;10,395;20,45282783;94,09;55,51;19,88;515,21;9,486;3734,65;0,138
"359";"Tristaniopsis glauca";"M";12;"12_6";"12_6_5";9;9;54;54;824;92;92;8;3,12;48,02;41,43;675,61;0,8;10,395;20,45282783;78,13;26,34;29,07;561,4;7,69;3433,04;0,1635
"360";"Tristaniopsis glauca";"M";12;"12_6";"12_6_4";9;9;54;54;824;92;92;8;3,12;48,02;41,43;675,61;0,8;10,395;20,45282783;79,06;11,85;37,54;558,46;11,376;3133,88;0,1782
"361";"Calophyllum inophyllum";"G";13;"13_1";"13_1_1";9;9;24;24;707,1;75;75;1;19,06;107,37;86,7;482,22;0,6;11,94;12,9953313;174,2;152,06;8,07;364,7;173,082;7917,75;0,0461
"362";"Calophyllum inophyllum";"G";13;"13_1";"13_1_2";9;9;24;24;707,1;75;75;1;19,06;107,37;86,7;482,22;0,6;11,94;12,9953313;144,21;105,25;15,96;409,48;77,111;5949,92;0,0688
"363";"Calophyllum inophyllum";"G";13;"13_1";"13_1_4";9;9;24;24;707,1;75;75;1;19,06;107,37;86,7;482,22;0,6;11,94;12,9953313;187,32;164,79;7,84;348,04;181,491;8520,7;0,0408
"364";"Calophyllum inophyllum";"G";13;"13_1";"13_1_5";9;9;24;24;707,1;75;75;1;19,06;107,37;86,7;482,22;0,6;11,94;12,9953313;144,8;96,25;19,83;408,5;106,943;6079,76;0,0672
"365";"Calophyllum inophyllum";"G";13;"13_1";"13_1_3";9;9;24;24;707,1;75;75;1;19,06;107,37;86,7;482,22;0,6;11,94;12,9953313;166,46;115,8;19,01;375,29;114,438;7174,8;0,0523
"366";"Calophyllum inophyllum";"G";13;"13_2";"13_2_4";9;9;57;57;675,8;85;85;2;9,51;138;118,06;420,17;0,62;12,08;5,885225412;161,46;89,6;27,48;382,46;197,8;6487,37;0,059
"367";"Calophyllum inophyllum";"G";13;"13_2";"13_2_5";9;9;57;57;675,8;85;85;2;9,51;138;118,06;420,17;0,62;12,08;5,885225412;161,31;103,38;22,17;382,68;79,107;7427,89;0,0515
"368";"Calophyllum inophyllum";"G";13;"13_2";"13_2_3";9;9;57;57;675,8;85;85;2;9,51;138;118,06;420,17;0,62;12,08;5,885225412;49,02;27,61;14,37;671,05;75,929;4023,79;0,1668
"369";"Calophyllum inophyllum";"G";13;"13_2";"13_2_2";9;9;57;57;675,8;85;85;2;9,51;138;118,06;420,17;0,62;12,08;5,885225412;148,59;117,24;12,61;402,27;208,635;6399,85;0,0629
"370";"Calophyllum inophyllum";"G";13;"13_2";"13_2_1";9;9;57;57;675,8;85;85;2;9,51;138;118,06;420,17;0,62;12,08;5,885225412;170,58;130,29;14,89;369,58;72,413;7862,43;0,047
"371";"Calophyllum inophyllum";"G";13;"13_3";"13_3_1";9,5;9,5;24;24;475;80;80;2;14,57;149,39;128,71;400,98;0,65;12,605;10,29706929;156,8;111,14;17,78;389,41;118,706;7304,98;0,0533
"372";"Calophyllum inophyllum";"G";13;"13_3";"13_3_4";9,5;9,5;24;24;475;80;80;2;14,57;149,39;128,71;400,98;0,65;12,605;10,29706929;143,44;94,83;19,97;410,77;125,861;6992,28;0,0587
"373";"Calophyllum inophyllum";"G";13;"13_3";"13_3_5";9,5;9,5;24;24;475;80;80;2;14,57;149,39;128,71;400,98;0,65;12,605;10,29706929;142,85;72,17;29,11;411,78;119,763;7107,6;0,0579
"374";"Calophyllum inophyllum";"G";13;"13_3";"13_3_3";9,5;9,5;24;24;475;80;80;2;14,57;149,39;128,71;400,98;0,65;12,605;10,29706929;146,2;110,51;14,5;406,18;103,591;6975,82;0,0582
"375";"Calophyllum inophyllum";"G";13;"13_3";"13_3_2";9,5;9,5;24;24;475;80;80;2;14,57;149,39;128,71;400,98;0,65;12,605;10,29706929;161;120,31;15,59;383,15;103,419;7924,83;0,0483
"376";"Calophyllum inophyllum";"G";13;"13_4";"13_4_2";9;9;39;39;642,3;75;75;0;21,32;117,63;95,87;459,5;0,52;9,83;4,434322671;143,08;111,27;13,09;411,39;94,559;6963,11;0,0591
"377";"Calophyllum inophyllum";"G";13;"13_4";"13_4_3";9;9;39;39;642,3;75;75;0;21,32;117,63;95,87;459,5;0,52;9,83;4,434322671;135,91;109,84;11,05;423,89;93,191;6548,91;0,0647
"378";"Calophyllum inophyllum";"G";13;"13_4";"13_4_5";9;9;39;39;642,3;75;75;0;21,32;117,63;95,87;459,5;0,52;9,83;4,434322671;163,8;140,36;8,88;379,08;107,271;7830;0,0484
"379";"Calophyllum inophyllum";"G";13;"13_4";"13_4_4";9;9;39;39;642,3;75;75;0;21,32;117,63;95,87;459,5;0,52;9,83;4,434322671;129,17;117,67;5,01;436,36;90,986;6114,65;0,0714
"380";"Calophyllum inophyllum";"G";13;"13_4";"13_4_1";9;9;39;39;642,3;75;75;0;21,32;117,63;95,87;459,5;0,52;9,83;4,434322671;131,83;105,62;11,3;431,35;78,764;6236,26;0,0692
"381";"Calophyllum inophyllum";"G";13;"13_5";"13_5_2";9;9;24;24;612,7;75;75;3;7,69;122,5;105,37;449,43;0,62;11,47;12,75033216;149,69;122,06;11,07;400,5;95,493;7495,53;0,0534
"382";"Calophyllum inophyllum";"G";13;"13_5";"13_5_3";9;9;24;24;612,7;75;75;3;7,69;122,5;105,37;449,43;0,62;11,47;12,75033216;123,32;78,27;20,17;447,78;75,619;6343,88;0,0706
"383";"Calophyllum inophyllum";"G";13;"13_5";"13_5_1";9;9;24;24;612,7;75;75;3;7,69;122,5;105,37;449,43;0,62;11,47;12,75033216;112,76;62,09;23,82;470,01;73,775;5538,66;0,0849
"384";"Calophyllum inophyllum";"G";13;"13_5";"13_5_4";9;9;24;24;612,7;75;75;3;7,69;122,5;105,37;449,43;0,62;11,47;12,75033216;132,71;83,18;21,29;429,72;87,119;6784,97;0,0633
"385";"Calophyllum inophyllum";"G";13;"13_5";"13_5_5";9;9;24;24;612,7;75;75;3;7,69;122,5;105,37;449,43;0,62;11,47;12,75033216;122,92;84,22;17,36;448,6;99,154;6259,72;0,0717
"386";"Calophyllum inophyllum";"G";13;"13_6";"13_6_1";NA;NA;NA;NA;NA;NA;NA;6;5,86;116,62;105,83;461,64;1;17,04;3,651918491;136,7;113,06;9,99;422,47;64,985;6194,95;0,0682
"387";"Calophyllum inophyllum";"G";13;"13_6";"13_6_2";NA;NA;NA;NA;NA;NA;NA;6;5,86;116,62;105,83;461,64;1;17,04;3,651918491;250,35;203,7;13,32;285,43;66,099;6603,3;0,0432
"388";"Calophyllum inophyllum";"G";13;"13_6";"13_6_3";NA;NA;NA;NA;NA;NA;NA;6;5,86;116,62;105,83;461,64;1;17,04;3,651918491;141,21;110,22;12,84;414,58;63,402;6482,82;0,064
"389";"Calophyllum inophyllum";"G";13;"13_6";"13_6_4";NA;NA;NA;NA;NA;NA;NA;6;5,86;116,62;105,83;461,64;1;17,04;3,651918491;143,72;126,18;7,2;410,3;98,09;6618,76;0,062
"390";"Calophyllum inophyllum";"G";13;"13_6";"13_6_5";NA;NA;NA;NA;NA;NA;NA;6;5,86;116,62;105,83;461,64;1;17,04;3,651918491;138,7;122,53;6,78;418,93;96,789;6469,85;0,0648
"391";"Santalum austrocaledonicum";"G";14;"14_1";"14_1_4";9;9;20;20;632;75;75;15;2,56;99,02;75,74;502,46;0,52;8,57;44,99730309;277,42;196,77;21,37;264,96;11,406;12264,52;0,0216
"392";"Santalum austrocaledonicum";"G";14;"14_1";"14_1_5";9;9;20;20;632;75;75;15;2,56;99,02;75,74;502,46;0,52;8,57;44,99730309;267,39;184,78;22,49;272,19;10,857;11801,09;0,0231
"393";"Santalum austrocaledonicum";"G";14;"14_1";"14_1_2";9;9;20;20;632;75;75;15;2,56;99,02;75,74;502,46;0,52;8,57;44,99730309;267,02;174,47;25,22;272,46;11,038;11742,55;0,0232
"394";"Santalum austrocaledonicum";"G";14;"14_1";"14_1_3";9;9;20;20;632;75;75;15;2,56;99,02;75,74;502,46;0,52;8,57;44,99730309;278,63;184,73;24,8;264,11;14,643;11177,86;0,0236
"395";"Santalum austrocaledonicum";"G";14;"14_1";"14_1_1";9;9;20;20;632;75;75;15;2,56;99,02;75,74;502,46;0,52;8,57;44,99730309;282,42;191,21;23,85;261,49;10,097;11095,6;0,0236
"396";"Santalum austrocaledonicum";"G";14;"14_2";"14_2_2";9,5;9,5;30;30;705;40;40;9;4,95;73,62;49,54;575,96;0,36;6,98;11,76556716;248,31;180,51;19,46;287,1;9,462;8018,64;0,0358
"397";"Santalum austrocaledonicum";"G";14;"14_2";"14_2_3";9,5;9,5;30;30;705;40;40;9;4,95;73,62;49,54;575,96;0,36;6,98;11,76556716;248,42;193,68;15,71;287,01;8,475;8921,05;0,0322
"398";"Santalum austrocaledonicum";"G";14;"14_2";"14_2_1";9,5;9,5;30;30;705;40;40;9;4,95;73,62;49,54;575,96;0,36;6,98;11,76556716;224,36;152,56;22,13;308,3;7,12;9128,21;0,0338
"399";"Santalum austrocaledonicum";"G";14;"14_2";"14_2_5";9,5;9,5;30;30;705;40;40;9;4,95;73,62;49,54;575,96;0,36;6,98;11,76556716;248,48;169,7;22,61;286,96;7,661;7738,38;0,0371
"400";"Santalum austrocaledonicum";"G";14;"14_2";"14_2_4";9,5;9,5;30;30;705;40;40;9;4,95;73,62;49,54;575,96;0,36;6,98;11,76556716;213,56;140,68;23,24;318,92;5,611;9510,17;0,0335
"401";"Santalum austrocaledonicum";"G";14;"14_3";"14_3_1";9;9;20;20;590,3;45;45;9;1,38;97,96;77,49;505,15;0,46;8,56;16,51351381;245,78;177,11;19,86;289,2;9,321;11230,12;0,0258
"402";"Santalum austrocaledonicum";"G";14;"14_3";"14_3_2";9;9;20;20;590,3;45;45;9;1,38;97,96;77,49;505,15;0,46;8,56;16,51351381;237,8;147,56;26,71;296,03;9,064;11053,66;0,0268
"403";"Santalum austrocaledonicum";"G";14;"14_3";"14_3_4";9;9;20;20;590,3;45;45;9;1,38;97,96;77,49;505,15;0,46;8,56;16,51351381;271,52;86,09;49,91;269,16;14,891;9861,59;0,0273
