Column1;data_source;identifiant;family;genus;taxaname;plot_name;locality_occ;plot_type;month;year;phenology;dbh;height;wood_density;volumetric_shrinkage;fiber_saturation_point;leaf_area;leaf_sla;leaf_ldmc;leaf_thickness;bark_thickness;longitude;latitude;rq
;nc_pippn;ADM3000;Casuarinaceae;Casuarina;Casuarina collina;PMBT031;;circle_R11,28;5;2022;;71,6;;0,79;;;;;;;;164,949631;-21,177139;projet admire pmbt
;nc_pippn;ADM3001;Casuarinaceae;Casuarina;Casuarina collina;PMBT031;;circle_R11,28;5;2022;;21;;;;;1,4;3;588,1;;;164,949631;-21,177139;projet admire pmbt
1071;nc_pippn;FBA00502;Casuarinaceae;Casuarina;Casuarina collina;FBA_002_KP;;circle_R11,28;3;2018;;60,5;12;0,9;;;;;;;16,5;164,947211;-21,171955;
;cirad_wdd;;Casuarinaceae;Casuarina;Casuarina collina;;;;;;;;;0,89;0,39;34;;;;;;;;
750;nc_pippn;NC066929;Cannabaceae;Celtis;Celtis balansae;Calcaires de Koumac;;plot_100x100;12;2016;;29,6;;0,63;;;;;;;;164,355251;-20,539273;
751;nc_pippn;NC066931;Cannabaceae;Celtis;Celtis balansae;Calcaires de Koumac;;plot_100x100;12;2016;;37,2;;0,6;;;;;;;;164,355251;-20,539273;
752;nc_pippn;NC066935;Cannabaceae;Celtis;Celtis balansae;Calcaires de Koumac;;plot_100x100;12;2016;;35;;0,65;;;;;;;;164,355251;-20,539273;
766;nc_pippn;NC067124;Cannabaceae;Celtis;Celtis balansae;Calcaires de Koumac;;plot_100x100;12;2016;;31,8;;0,67;;;;;;;;164,355251;-20,539273;
768;nc_pippn;NC067135;Cannabaceae;Celtis;Celtis balansae;Calcaires de Koumac;;plot_100x100;12;2016;;46,8;;0,6;;;;;;;;164,355251;-20,539273;
1325;nc_pippn;FBA03104;Cannabaceae;Celtis;Celtis conferta;FBA_036_KP;;circle_R11,28;4;2018;;12,4;;0,68;;;12,2;7,5;434,7;;9,5;165,067832;-21,139709;
1331;nc_pippn;FBA03171;Cannabaceae;Celtis;Celtis conferta;FBA_038_KP;;circle_R11,28;4;2018;;17,5;;0,75;;;13,7;8,5;437,4;;6,5;165,065013;-21,138278;
1343;nc_pippn;FBA03257;Cannabaceae;Celtis;Celtis conferta;FBA_041_KP;;circle_R11,28;4;2018;;14;;0,73;;;13,1;6,6;501,7;;10;164,912273;-21,028812;
1351;nc_pippn;FBA03296;Cannabaceae;Celtis;Celtis conferta;FBA_043_KP;;circle_R11,28;4;2018;;12,4;;0,73;;;14,8;6,8;462,1;;7,5;164,914221;-21,163752;
1385;nc_pippn;FBA03512;Cannabaceae;Celtis;Celtis conferta;FBA_050_KP;;circle_R11,28;4;2018;;12,3;;0,71;;;12,6;6,1;464,4;;4,5;164,965105;-21,087722;
;occ_gps;TF0122;Cannabaceae;Celtis;Celtis hypoleuca;;Dzumac;;9;2023;;20,4;;0,73;;;29,6;3,5;542,4;;;166,451029;-22,101007;
;occ_gps;TF0123;Cannabaceae;Celtis;Celtis hypoleuca;;Dzumac;;9;2023;;16,2;;0,79;;;26,1;2,6;552;;;166,450814;-22,100548;
;occ_near_plot;NP0060;Cannabaceae;Celtis;Celtis paniculata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,68;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0064;Cannabaceae;Celtis;Celtis paniculata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,67;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0065;Cannabaceae;Celtis;Celtis paniculata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,64;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0066;Cannabaceae;Celtis;Celtis paniculata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,68;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0073;Cannabaceae;Celtis;Celtis paniculata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,68;;;;;;;;164,991107;-20,907696;
1073;nc_pippn;FBA00504;Nyctaginaceae;Ceodes;Ceodes artensis;FBA_002_KP;;circle_R11,28;3;2018;;10;9;0,76;;;11,7;15,1;320,6;;6,5;164,947211;-21,171955;
1128;nc_pippn;FBA00643;Nyctaginaceae;Ceodes;Ceodes artensis;FBA_006_KP;;circle_R11,28;3;2018;;30,2;9,6;0,62;;;73,7;9,3;407,1;;;164,953862;-21,170329;
1414;nc_pippn;FBA04687;Nyctaginaceae;Ceodes;Ceodes artensis;FBA_082_KP;;circle_R11,28;4;2018;;60,8;;0,29;;;174,5;15,9;183,3;;;164,930298;-21,037331;
743;nc_pippn;NC066659;Nyctaginaceae;Ceodes;Ceodes artensis;Calcaires de Koumac;;plot_100x100;12;2016;;19,7;;0,28;;;;;;;;164,355251;-20,539273;
744;nc_pippn;NC066709;Nyctaginaceae;Ceodes;Ceodes artensis;Calcaires de Koumac;;plot_100x100;12;2016;;76,4;;0,21;;;;;;;;164,355251;-20,539273;
745;nc_pippn;NC066722;Nyctaginaceae;Ceodes;Ceodes artensis;Calcaires de Koumac;;plot_100x100;12;2016;;51,6;13;0,2;;;;;;;;164,355251;-20,539273;
756;nc_pippn;NC067012;Nyctaginaceae;Ceodes;Ceodes artensis;Calcaires de Koumac;;plot_100x100;12;2016;;36,3;12,4;0,3;;;;;;;;164,355251;-20,539273;
761;nc_pippn;NC067062;Nyctaginaceae;Ceodes;Ceodes artensis;Calcaires de Koumac;;plot_100x100;12;2016;;30,2;;0,26;;;;;;;;164,355251;-20,539273;
2449;nc_pippn;NC045026;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Laguen;;plot_100x100;2;2013;;13,4;;0,34;;;;;;;;164,780212;-20,62504;
2461;nc_pippn;NC045203;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Laguen;;plot_100x100;2;2013;;39,8;;0,34;;;;;;;;164,780212;-20,62504;
2497;nc_pippn;NC045533;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Laguen;;plot_100x100;2;2013;;32,1;;0,29;;;;;;;;164,780212;-20,62504;
2518;nc_pippn;NC045731;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Laguen;;plot_100x100;2;2013;;21,6;;0,34;;;;;;;;164,780212;-20,62504;
383;nc_pippn;NC048150;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Ateou;;plot_100x100;9;2013;;11,8;;0,37;;;;;;;;164,920329;-20,950637;
455;nc_pippn;NC048435;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Ateou;;plot_100x100;9;2013;;10,5;;0,28;;;;;;;;164,920329;-20,950637;
462;nc_pippn;NC048492;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Ateou;;plot_100x100;9;2013;;11,1;;0,32;;;;;;;;164,920329;-20,950637;
473;nc_pippn;NC048588;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Ateou;;plot_100x100;9;2013;;12,1;;0,29;;;;;;;;164,920329;-20,950637;
516;nc_pippn;NC048956;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Ateou;;plot_100x100;9;2013;;13,4;;0,36;;;;;;;;164,920329;-20,950637;
2864;nc_pippn;NC051110;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Tiwae;;plot_100x100;10;2013;;18,1;7,9;0,37;;;;;;;;165,133563;-20,814836;
2915;nc_pippn;NC051336;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Tiwae;;plot_100x100;10;2013;;14,3;7,5;0,37;;;;;;;;165,133563;-20,814836;
2971;nc_pippn;NC051672;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Tiwae;;plot_100x100;10;2013;;17,8;6,5;0,37;;;;;;;;165,133563;-20,814836;
3056;nc_pippn;NC052087;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Tiwae;;plot_100x100;10;2013;;19,7;;0,33;;;;;;;;165,133563;-20,814836;
3102;nc_pippn;NC052359;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Tiwae;;plot_100x100;10;2013;;16,6;;0,27;;;;;;;;165,133563;-20,814836;
561;nc_pippn;NC053546;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Bouirou;;plot_100x100;1;2014;;19,4;7,2;0,24;;;;;;;;165,545395;-21,416931;
570;nc_pippn;NC053611;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Bouirou;;plot_100x100;1;2014;Fruits;11,5;;0,29;;;;;;;;165,545395;-21,416931;
578;nc_pippn;NC053679;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Bouirou;;plot_100x100;1;2014;;20,8;8,4;0,32;;;;;;;;165,545395;-21,416931;
587;nc_pippn;NC053720;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Bouirou;;plot_100x100;1;2014;;10,8;;0,3;;;;;;;;165,545395;-21,416931;
632;nc_pippn;NC054000;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;Bouirou;;plot_100x100;1;2014;;17,8;6;0,33;;;;;;;;165,545395;-21,416931;
;occ_gps;TF0099;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;;Koghis;;8;2023;Boutons;40,6;;;;;374,4;8,9;223,8;;;166,508208;-22,177771;
;occ_gps;TF0100;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;;Koghis;;8;2023;;22,3;;;;;309,2;13,3;200,1;;;166,508097;-22,177817;
;occ_gps;TF0102;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;;Koghis;;8;2023;;44,4;;;;;423;9,8;216,9;;;166,508498;-22,177919;
;occ_gps;TF0103;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;;Koghis;;8;2023;;35,7;;;;;295,6;10,5;207;;;166,508583;-22,177853;
;occ_gps;TF0104;Nyctaginaceae;Ceodes;Ceodes gigantocarpa;;Koghis;;8;2023;;30,1;;;;;436;10,9;212,1;;;166,50859;-22,177934;
1185;nc_pippn;FBA00843;Apocynaceae;Cerbera;Cerbera manghas;FBA_012_KP;;circle_R11,28;3;2018;;26,4;13,6;0,47;;;42,1;13,5;324,3;;25;165,001902;-21,099598;
1348;nc_pippn;FBA03285;Apocynaceae;Cerbera;Cerbera manghas;FBA_042_KP;;circle_R11,28;4;2018;;14;;0,42;;;59,4;14,6;266,6;;13;164,909198;-21,152161;
;occ_gps;TF0015;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra;;Dalmates;;6;2023;;36,8;;;;;147,9;5,1;284,8;;;166,744649;-22,168853;
;occ_gps;TF0019;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra;;Dalmates;;6;2023;;35,7;;;;;110,9;5,1;289,7;;;166,679911;-22,206663;
;occ_gps;TF0021;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra;;Dalmates;;6;2023;;17,3;;;;;168,9;4,6;313,7;;;166,679869;-22,206793;
;occ_gps;TF0022;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra;;Dalmates;;6;2023;;28,3;;;;;147,7;4,3;317,1;;;166,679889;-22,206876;
;occ_gps;TF0026;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra;;Dalmates;;6;2023;;28;;;;;166;5,7;294,3;;;166,679613;-22,207339;
;cirad_wdd;;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra;;;;;;;;;0,6;0,37;NA;;;;;;;;
1836;nc_pippn;NC068021;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra var, candelabra;Grand Lac;;plot_100x100;5;2016;;17,8;9,4;0,63;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068021;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra var, candelabra;Grand Lac;;plot_100x100;6;2023;;;;;;;55,4;7,2;245,2;;;166,903919;-22,274947;
1976;nc_pippn;NC068517;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra var, candelabra;Grand Lac;;plot_100x100;5;2016;;23,2;;0,54;;;;;;;;166,903919;-22,274947;
2017;nc_pippn;NC068653;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra var, candelabra;Grand Lac;;plot_100x100;5;2016;;59,5;;0,59;;;;;;;;166,903919;-22,274947;
2047;nc_pippn;NC068932;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra var, candelabra;Grand Lac;;plot_100x100;5;2016;;30,2;;0,8;;;;;;;;166,903919;-22,274947;
2061;nc_pippn;NC069031;Apocynaceae;Cerberiopsis;Cerberiopsis candelabra var, candelabra;Grand Lac;;plot_100x100;5;2016;;68,8;;0,61;;;;;;;;166,903919;-22,274947;
;nc_pippn;ADM2537;Oleaceae;Chionanthus;Chionanthus brachystachys;PMBT001;;circle_R11,28;5;2022;;6,4;;;;;21,7;6,6;474,3;;;164,963608;-21,17313;projet admire pmbt
2309;nc_pippn;KB01086;Oleaceae;Chionanthus;Chionanthus brachystachys;KB36-100;;circle_R11,28;11;2021;;12,7;;1,01;;;21,6;5,2;392,9;;;166,961754;-22,22574;
1440;nc_pippn;NC047030;Oleaceae;Chionanthus;Chionanthus brachystachys;Forêt Plate P12;;plot_100x100;5;2013;;26,1;;0,83;;;;;;;;165,120361;-21,148142;
1446;nc_pippn;NC047043;Oleaceae;Chionanthus;Chionanthus brachystachys;Forêt Plate P12;;plot_100x100;5;2013;;30,9;;0,85;;;;;;;;165,120361;-21,148142;
1462;nc_pippn;NC047078;Oleaceae;Chionanthus;Chionanthus brachystachys;Forêt Plate P12;;plot_100x100;5;2013;;36,9;15,4;0,83;;;;;;;;165,120361;-21,148142;
1492;nc_pippn;NC047142;Oleaceae;Chionanthus;Chionanthus brachystachys;Forêt Plate P12;;plot_100x100;5;2013;;23,9;;0,83;;;;;;;;165,120361;-21,148142;
1517;nc_pippn;NC047209;Oleaceae;Chionanthus;Chionanthus brachystachys;Forêt Plate P12;;plot_100x100;5;2013;;34,4;;0,87;;;;;;;;165,120361;-21,148142;
1589;nc_pippn;NC047511;Oleaceae;Chionanthus;Chionanthus brachystachys;Forêt Plate P12;;plot_100x100;5;2013;Fleurs;34,7;17,9;0,87;;;;;;;;165,120361;-21,148142;
568;nc_pippn;NC053586;Oleaceae;Chionanthus;Chionanthus brachystachys;Bouirou;;plot_100x100;1;2014;;27,1;18;0,84;;;;;;;;165,545395;-21,416931;
589;nc_pippn;NC053742;Oleaceae;Chionanthus;Chionanthus brachystachys;Bouirou;;plot_100x100;1;2014;;12,1;;0,74;;;;;;;;165,545395;-21,416931;
611;nc_pippn;NC053860;Oleaceae;Chionanthus;Chionanthus brachystachys;Bouirou;;plot_100x100;1;2014;;14,3;;0,77;;;;;;;;165,545395;-21,416931;
619;nc_pippn;NC053936;Oleaceae;Chionanthus;Chionanthus brachystachys;Bouirou;;plot_100x100;1;2014;;17,2;15;0,79;;;;;;;;165,545395;-21,416931;
685;nc_pippn;NC054323;Oleaceae;Chionanthus;Chionanthus brachystachys;Bouirou;;plot_100x100;1;2014;Fruits;18,1;10,2;0,84;;;;;;;;165,545395;-21,416931;
31;nc_pippn;NC061053;Oleaceae;Chionanthus;Chionanthus brachystachys;Aoupinié;;plot_100x100;3;2015;;12,4;;0,93;;;;;;;;165,277313;-21,177801;
40;nc_pippn;NC061078;Oleaceae;Chionanthus;Chionanthus brachystachys;Aoupinié;;plot_100x100;3;2015;;10,5;;0,84;;;;;;;;165,277313;-21,177801;
1828;nc_pippn;NC068006;Oleaceae;Chionanthus;Chionanthus brachystachys;Grand Lac;;plot_100x100;5;2016;;18,2;;0,86;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068006;Oleaceae;Chionanthus;Chionanthus brachystachys;Grand Lac;;plot_100x100;6;2023;;;;;;;72,2;6,6;374,5;;;166,903919;-22,274947;
1866;nc_pippn;NC068104;Oleaceae;Chionanthus;Chionanthus brachystachys;Grand Lac;;plot_100x100;5;2016;;12,9;;0,8;;;;;;;;166,903919;-22,274947;
1888;nc_pippn;NC068188;Oleaceae;Chionanthus;Chionanthus brachystachys;Grand Lac;;plot_100x100;5;2016;;18,8;;0,88;;;;;;;;166,903919;-22,274947;
1900;nc_pippn;NC068244;Oleaceae;Chionanthus;Chionanthus brachystachys;Grand Lac;;plot_100x100;5;2016;;13,1;;0,81;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068244;Oleaceae;Chionanthus;Chionanthus brachystachys;Grand Lac;;plot_100x100;6;2023;;;;;;;54;5,7;397,9;;;166,903919;-22,274947;
370;nc_pippn;NC048093;Oleaceae;Chionanthus;Chionanthus pedunculatus;Ateou;;plot_100x100;9;2013;;10,8;;0,51;;;;;;;;164,920329;-20,950637;
393;nc_pippn;NC048171;Oleaceae;Chionanthus;Chionanthus pedunculatus;Ateou;;plot_100x100;9;2013;;22,3;;0,87;;;;;;;;164,920329;-20,950637;
406;nc_pippn;NC048210;Oleaceae;Chionanthus;Chionanthus pedunculatus;Ateou;;plot_100x100;9;2013;;14;;0,81;;;;;;;;164,920329;-20,950637;
432;nc_pippn;NC048312;Oleaceae;Chionanthus;Chionanthus pedunculatus;Ateou;;plot_100x100;9;2013;;15,9;;0,84;;;;;;;;164,920329;-20,950637;
446;nc_pippn;NC048374;Oleaceae;Chionanthus;Chionanthus pedunculatus;Ateou;;plot_100x100;9;2013;;25,8;;0,81;;;;;;;;164,920329;-20,950637;
479;nc_pippn;NC048637;Oleaceae;Chionanthus;Chionanthus pedunculatus;Ateou;;plot_100x100;9;2013;;12,7;;0,72;;;;;;;;164,920329;-20,950637;
26;nc_pippn;NC061020;Oleaceae;Chionanthus;Chionanthus pedunculatus;Aoupinié;;plot_100x100;3;2015;;14,2;;0,83;;;;;;;;165,277313;-21,177801;
88;nc_pippn;NC061583;Oleaceae;Chionanthus;Chionanthus pedunculatus;Aoupinié;;plot_100x100;3;2015;;17,8;;0,92;;;;;;;;165,277313;-21,177801;
90;nc_pippn;NC061616;Oleaceae;Chionanthus;Chionanthus pedunculatus;Aoupinié;;plot_100x100;3;2015;;22,3;;0,96;;;;;;;;165,277313;-21,177801;
99;nc_pippn;NC061719;Oleaceae;Chionanthus;Chionanthus pedunculatus;Aoupinié;;plot_100x100;3;2015;;17,2;;0,89;;;;;;;;165,277313;-21,177801;
176;nc_pippn;NC062311;Oleaceae;Chionanthus;Chionanthus pedunculatus;Aoupinié;;plot_100x100;3;2015;Fleurs;27,7;17,8;0,85;;;;;;;;165,277313;-21,177801;
1322;nc_pippn;FBA03026;Cardiopteridaceae;Citronella;Citronella macrocarpa;FBA_033_KP;;circle_R11,28;4;2018;;48,7;;0,7;;;;;;;8;164,966209;-21,171516;
1549;nc_pippn;NC047315;Cardiopteridaceae;Citronella;Citronella macrocarpa;Forêt Plate P12;;plot_100x100;5;2013;;16,9;;0,75;;;;;;;;165,120361;-21,148142;
1666;nc_pippn;NC060095;Cardiopteridaceae;Citronella;Citronella macrocarpa;Gohapin;;plot_100x100;3;2015;;89,1;;0,66;;;;;;;;165,240768;-21,257128;
1673;nc_pippn;NC060149;Cardiopteridaceae;Citronella;Citronella macrocarpa;Gohapin;;plot_100x100;3;2015;;29;;0,76;;;;;;;;165,240768;-21,257128;
1674;nc_pippn;NC060150;Cardiopteridaceae;Citronella;Citronella macrocarpa;Gohapin;;plot_100x100;3;2015;;41,9;;0,72;;;;;;;;165,240768;-21,257128;
1676;nc_pippn;NC060152;Cardiopteridaceae;Citronella;Citronella macrocarpa;Gohapin;;plot_100x100;3;2015;;70,3;;0,7;;;;;;;;165,240768;-21,257128;
1683;nc_pippn;NC060218;Cardiopteridaceae;Citronella;Citronella macrocarpa;Gohapin;;plot_100x100;3;2015;;77;;0,7;;;;;;;;165,240768;-21,257128;
;cirad_wdd;;Cardiopteridaceae;Citronella;Citronella sarmentosa;;;;;;;;;0,74;0,6;27;;;;;;;;
1333;nc_pippn;FBA03185;Euphorbiaceae;Claoxylon;Claoxylon insulanum;FBA_039_KP;;circle_R11,28;4;2018;;10,2;;0,75;;;19,3;15,8;339,4;;6;164,91086;-21,0268;
1292;nc_pippn;FBA01338;Euphorbiaceae;Cleidion;Cleidion macarangoides;FBA_029_KP;;circle_R11,28;3;2018;;10,5;;0,68;;;96,5;12,6;348,9;;1;164,92438;-20,983092;
1323;nc_pippn;FBA03037;Euphorbiaceae;Cleidion;Cleidion vieillardii;FBA_034_KP;;circle_R11,28;4;2018;;10;;0,69;;;83,1;11,6;390,4;;6;164,965948;-21,172964;
1098;nc_pippn;FBA00556;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;FBA_004_KP;;circle_R11,28;3;2018;;12,7;3;0,71;;;18,8;13,2;446,9;;7,5;164,963493;-21,173282;
1104;nc_pippn;FBA00562;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;FBA_004_KP;;circle_R11,28;3;2018;;15,6;6;0,73;;;27,9;10,9;517,5;;8,5;164,963493;-21,173282;
1258;nc_pippn;FBA01153;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;FBA_023_KP;;circle_R11,28;3;2018;;31,5;8,9;0,93;;;21,5;13,2;456,9;;7,5;164,919603;-21,029725;
1306;nc_pippn;FBA01434;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;FBA_032_KP;;circle_R11,28;3;2018;;12,4;;0,82;;;16,9;15,5;451,6;;3,5;165,009329;-21,082222;
1408;nc_pippn;FBA03961;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;FBA_061_KP;;circle_R11,28;4;2018;;14;;0,66;;;38,4;18,6;358,3;;;164,972892;-21,088222;
1411;nc_pippn;FBA04360;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;FBA_074_KP;;circle_R11,28;4;2018;;17,8;;0,77;;;;;;;;164,973342;-21,078244;
2876;nc_pippn;NC051163;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;Tiwae;;plot_100x100;10;2013;;23,6;10,3;0,64;;;;;;;;165,133563;-20,814836;
2926;nc_pippn;NC051388;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;Tiwae;;plot_100x100;10;2013;;24,5;11;0,74;;;;;;;;165,133563;-20,814836;
2941;nc_pippn;NC051452;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;Tiwae;;plot_100x100;10;2013;Boutons;20,7;13,5;0,66;;;;;;;;165,133563;-20,814836;
2944;nc_pippn;NC051461;Phyllanthaceae;Cleistanthus;Cleistanthus stipitatus;Tiwae;;plot_100x100;10;2013;;22;;0,65;;;;;;;;165,133563;-20,814836;
2814;nc_pippn;NC073752;Myrtaceae;Cloezia;Cloezia artensis var, artensis;Tiebaghi;;plot_100x100;12;2018;;12,7;;0,82;;;;;;;;164,226003;-20,431312;
2180;nc_pippn;KB01189;Myrtaceae;Cloezia;Cloezia floribunda;KB18-20;;circle_R11,28;11;2021;;12,1;;0,85;;;19,2;4,7;521,6;;;166,961526;-22,226463;
2181;nc_pippn;KB01194;Myrtaceae;Cloezia;Cloezia floribunda;KB18-20;;circle_R11,28;11;2021;;20,7;;0,87;;;16,5;5;470;;;166,961526;-22,226463;
;occ_gps;TF0163;Myrtaceae;Cloezia;Cloezia floribunda;;Rivière des pirogues;;3;2024;;10,2;;;;;16,6;6;500,9;;;166,722076;-22,187503;
;occ_gps;TF0173;Myrtaceae;Cloezia;Cloezia floribunda;;Rivière des pirogues;;3;2024;Fruits;8;;;;;18,6;8,3;412,8;;;166,711056;-22,191517;
;occ_gps;TF0176;Myrtaceae;Cloezia;Cloezia floribunda;;Faubourg secours;;3;2024;;12,4;;;;;17,3;8;411,3;;;166,699532;-22,196663;
;cirad_wdd;;Cunoniaceae;Codia;Codia;;;;;;;;;0,69;0,53;30;;;;;;;;
1933;nc_pippn;NC068366;Cunoniaceae;Codia;Codia discolor;Grand Lac;;plot_100x100;5;2016;;25,5;;0,81;;;;;;;;166,903919;-22,274947;
2026;nc_pippn;NC068768;Cunoniaceae;Codia;Codia discolor;Grand Lac;;plot_100x100;5;2016;;29,1;;0,79;;;;;;;;166,903919;-22,274947;
2059;nc_pippn;NC069011;Cunoniaceae;Codia;Codia discolor;Grand Lac;;plot_100x100;5;2016;;28;;0,75;;;;;;;;166,903919;-22,274947;
;occ_gps;TF0001;Cunoniaceae;Codia;Codia discolor;;Dalmates;;6;2023;;12,4;;0,71;;;24,3;4,2;462,6;;;166,670281;-22,209521;
;occ_gps;TF0002;Cunoniaceae;Codia;Codia discolor;;Dalmates;;6;2023;;11,5;;;;;45,8;3,8;471;;;166,670324;-22,20953;
;occ_gps;TF0006;Cunoniaceae;Codia;Codia discolor;;Rivière des pirogues;;6;2023;;32,1;;0,86;;;31,8;3,5;514,2;;;166,721266;-22,187316;
;occ_gps;TF0007;Cunoniaceae;Codia;Codia discolor;;Rivière des pirogues;;6;2023;;27,2;;;;;36,6;4;493;;;166,721158;-22,18748;
;occ_gps;TF0023;Cunoniaceae;Codia;Codia discolor;;Dalmates;;6;2023;;17,5;;;;;57,8;3,5;519,1;;;166,679781;-22,206984;
2194;nc_pippn;KB00399;Cunoniaceae;Codia;Codia jaffrei;KB21-20;;circle_R11,28;11;2021;;20,7;;0,93;;;22,8;;;;;166,954438;-22,221697;
1934;nc_pippn;NC068376;Cunoniaceae;Codia;Codia jaffrei;Grand Lac;;plot_100x100;5;2016;;45,4;;0,83;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068376;Cunoniaceae;Codia;Codia jaffrei;Grand Lac;;plot_100x100;6;2023;;;;;;;71,8;4,3;471,2;;;166,903919;-22,274947;
2082;nc_pippn;NC069267;Cunoniaceae;Codia;Codia jaffrei;Grand Lac;;plot_100x100;5;2016;;10,5;;0,8;;;;;;;;166,903919;-22,274947;
;occ_gps;TF0016;Cunoniaceae;Codia;Codia jaffrei;;Dalmates;;6;2023;;16,9;;0,81;;;68,4;3,7;496,4;;;166,679728;-22,207234;
;occ_gps;TF0025;Cunoniaceae;Codia;Codia jaffrei;;Dalmates;;6;2023;;27,7;;0,85;;;98,1;4,4;685,5;;;166,67969;-22,20745;
;occ_gps;TF0028;Cunoniaceae;Codia;Codia jaffrei;;Dalmates;;6;2023;;27,7;;0,85;;;;;;;;166,679724;-22,207476;
;occ_gps;TF0009;Cunoniaceae;Codia;Codia nitida;;Rivière des pirogues;;6;2023;;16,6;;0,74;;;5,4;4;492,8;;;166,721032;-22,187589;
;occ_gps;TF0010;Cunoniaceae;Codia;Codia nitida;;Rivière des pirogues;;6;2023;;13,4;;0,8;;;5,4;5,8;461,5;;;166,721012;-22,187627;
;occ_gps;TF0036;Cunoniaceae;Codia;Codia nitida;;Demazures;;6;2023;;12,7;;0,82;;;9,1;4;510;;;166,626497;-22,206492;
;occ_gps;TF0151;Cunoniaceae;Codia;Codia nitida;;Bois du Sud;;10;2023;;12,3;;0,87;;;6,8;3,7;526,2;;;166,765315;-22,175475;
;occ_gps;TF0160;Cunoniaceae;Codia;Codia nitida;;Rivière des pirogues;;3;2024;;18,6;;0,79;;;7,5;4,1;506,6;;;166,723363;-22,187218;
2195;nc_pippn;KB00401;Cunoniaceae;Codia;Codia spatulata;KB21-20;;circle_R11,28;11;2021;;10,3;;0,78;;;20,2;3,5;603,7;;;166,954438;-22,221697;
2198;nc_pippn;KB00408;Cunoniaceae;Codia;Codia spatulata;KB21-20;;circle_R11,28;11;2021;;15,3;;0,84;;;26,2;4,5;475,1;;;166,954438;-22,221697;
2203;nc_pippn;KB00417;Cunoniaceae;Codia;Codia spatulata;KB21-20;;circle_R11,28;11;2021;;11,8;;0,8;;;15;3,9;486,3;;;166,954438;-22,221697;
2207;nc_pippn;KB00426;Cunoniaceae;Codia;Codia spatulata;KB21-20;;circle_R11,28;11;2021;;13,4;;0,89;;;29,4;4,5;491,6;;;166,954438;-22,221697;
