"";"ID_echantillon";"ID_espece";"Date";"heure";"Lieu";"Longitude";"Latitude";"Remarques";"Nom.verna";"Nom_scientifique";"Famille";"Habitat";"Milieu_recolte";"Statut";"Type.feuille";"Forme.feuille";"Texture.feuille";"Type.ecorce";"Forme.croissance";"Inflammabilite.presume";"T_ambiante";"Vent";"Humidite";"T_grill";"DI";"DI_test";"MT";"temps_total";"BB";"BB_test";"remarque";"longeur";"largeur";"hauteur";"masse";"score_DI";"BT";"BT_test";"FI";"SD";"Masse_T_T0";"Masse_T_T24";"Masse_T_Tsec";"Longeur_T_cm";"diametre_T_1_mm";"diametre_T_2_mm";"Nb_ramifications";"Gmin";"TV";"TD";"TMC_t0";"TMC_t24";"TDMC";"TDIA";"ID_Feuille";"Masse_F_T0";"Masse_F_T24";"Masse_F_Tsec";"Surface_F";"LMC_t0";"LMC_t24";"PEF";"LDMC";"SLA";"LT"
"434";"15_3";15;"17-avr";"9h20";"IRD";166,444464;-22,300017;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;152,5;9;1;687;158;30;30;"";70;88;13;75;9;37;37;1;1,79;3,102;2,679;1,356;7,3;6,54;7,2;2;9,2023688;7,88;0,39;128,76;97,57;437,14;6,87;"15_3_3";1,692;1,484;0,551;68,898;207,078039927405;169,33;12,29;325,65;12504,17;26,04
"435";"15_3";15;"17-avr";"9h20";"IRD";166,444464;-22,300017;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;152,5;9;1;687;158;30;30;"";70;88;13;75;9;37;37;1;1,79;3,102;2,679;1,356;7,3;6,54;7,2;2;9,2023688;7,88;0,39;128,76;97,57;437,14;6,87;"15_3_2";1,704;1,208;0,563;68,782;202,664298401421;114,56;29,11;330,4;12217,05;27,04
"436";"15_4";15;"17-avr";"9h35";"IRD";166,44422;-22,300769;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;168,9;9,5;0,5;716;146;85;85;"";70;73;13;150;9,5;26;26;1;4,31;2,254;1,918;1,075;5,8;7,33;6,92;5;24,75951366;6,49;0,35;109,67;78,42;476,93;7,125;"15_4_2";2,712;2,388;1,171;86,969;131,596925704526;103,93;11,95;431,78;7426,9;58,14
"437";"15_4";15;"17-avr";"9h35";"IRD";166,44422;-22,300769;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;168,9;9,5;0,5;716;146;85;85;"";70;73;13;150;9,5;26;26;1;4,31;2,254;1,918;1,075;5,8;7,33;6,92;5;24,75951366;6,49;0,35;109,67;78,42;476,93;7,125;"15_4_3";2,494;2,23;1,069;84,519;133,302151543499;108,61;10,59;428,63;7906,36;54,21
"438";"15_4";15;"17-avr";"9h35";"IRD";166,44422;-22,300769;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;168,9;9,5;0,5;716;146;85;85;"";70;73;13;150;9,5;26;26;1;4,31;2,254;1,918;1,075;5,8;7,33;6,92;5;24,75951366;6,49;0,35;109,67;78,42;476,93;7,125;"15_4_1";2,979;2,754;1,121;103,473;165,744870651204;145,67;7,55;376,3;9230,42;40,77
"439";"15_4";15;"17-avr";"9h35";"IRD";166,44422;-22,300769;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;168,9;9,5;0,5;716;146;85;85;"";70;73;13;150;9,5;26;26;1;4,31;2,254;1,918;1,075;5,8;7,33;6,92;5;24,75951366;6,49;0,35;109,67;78,42;476,93;7,125;"15_4_4";2,994;2,7;1,293;92,277;131,554524361949;108,82;9,82;431,86;7136,66;60,51
"440";"15_4";15;"17-avr";"9h35";"IRD";166,44422;-22,300769;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;168,9;9,5;0,5;716;146;85;85;"";70;73;13;150;9,5;26;26;1;4,31;2,254;1,918;1,075;5,8;7,33;6,92;5;24,75951366;6,49;0,35;109,67;78,42;476,93;7,125;"15_4_5";3,299;2,911;1,467;99,708;124,880708929789;98,43;11,76;444,68;6796,73;65,43
"441";"15_5";15;"17-avr";"9h42";"IRD";166,443956;-22,300683;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;158,4;9,5;0,5;660,3;137;65;65;"";70;73;11;125;9,5;16;16;1;4,25;1,94;1,624;0,921;6;6,58;6,17;3;26,28858001;6,01;0,32;110,64;76,33;474,74;6,375;"15_5_1";2,117;1,907;0,812;71,023;160,714285714286;134,85;9,92;383,56;8746,67;43,85
"442";"15_5";15;"17-avr";"9h42";"IRD";166,443956;-22,300683;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;158,4;9,5;0,5;660,3;137;65;65;"";70;73;11;125;9,5;16;16;1;4,25;1,94;1,624;0,921;6;6,58;6,17;3;26,28858001;6,01;0,32;110,64;76,33;474,74;6,375;"15_5_2";1,878;1,675;0,723;63,542;159,751037344398;131,67;10,81;384,98;8788,66;43,8
"443";"15_5";15;"17-avr";"9h42";"IRD";166,443956;-22,300683;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;158,4;9,5;0,5;660,3;137;65;65;"";70;73;11;125;9,5;16;16;1;4,25;1,94;1,624;0,921;6;6,58;6,17;3;26,28858001;6,01;0,32;110,64;76,33;474,74;6,375;"15_5_5";1,877;1,709;0,696;66,24;169,683908045977;145,55;8,95;370,8;9517,24;38,96
"444";"15_5";15;"17-avr";"9h42";"IRD";166,443956;-22,300683;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;158,4;9,5;0,5;660,3;137;65;65;"";70;73;11;125;9,5;16;16;1;4,25;1,94;1,624;0,921;6;6,58;6,17;3;26,28858001;6,01;0,32;110,64;76,33;474,74;6,375;"15_5_3";1,875;1,592;0,792;54,171;136,742424242424;101,01;15,09;422,4;6839,77;61,76
"445";"15_5";15;"17-avr";"9h42";"IRD";166,443956;-22,300683;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;158,4;9,5;0,5;660,3;137;65;65;"";70;73;11;125;9,5;16;16;1;4,25;1,94;1,624;0,921;6;6,58;6,17;3;26,28858001;6,01;0,32;110,64;76,33;474,74;6,375;"15_5_4";1,632;1,49;0,625;53,354;161,12;138,4;8,7;382,97;8536,64;44,86
"446";"15_6";15;"17-avr";"9h45";"IRD";166,443761;-22,30065;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;150,6;9,5;0,5;785,6;142;45;45;"";70;83;15;200;9,5;22;22;1;4,38;3,429;2,935;1,511;4,8;9,46;9,25;6;4,867350749;7,05;0,49;126,94;94,24;440,65;9,355;"15_6_1";1,62;1,433;0,551;58,52;194,010889292196;160,07;11,54;340,12;10620,69;32,02
"447";"15_6";15;"17-avr";"9h45";"IRD";166,443761;-22,30065;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;150,6;9,5;0,5;785,6;142;45;45;"";70;83;15;200;9,5;22;22;1;4,38;3,429;2,935;1,511;4,8;9,46;9,25;6;4,867350749;7,05;0,49;126,94;94,24;440,65;9,355;"15_6_4";1,311;1,155;0,446;48,646;193,946188340807;158,97;11,9;340,2;10907,17;31,19
"448";"15_6";15;"17-avr";"9h45";"IRD";166,443761;-22,30065;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;150,6;9,5;0,5;785,6;142;45;45;"";70;83;15;200;9,5;22;22;1;4,38;3,429;2,935;1,511;4,8;9,46;9,25;6;4,867350749;7,05;0,49;126,94;94,24;440,65;9,355;"15_6_5";1,315;1,164;0,452;48,994;190,929203539823;157,52;11,48;343,73;10839,38;31,71
"449";"15_6";15;"17-avr";"9h45";"IRD";166,443761;-22,30065;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;150,6;9,5;0,5;785,6;142;45;45;"";70;83;15;200;9,5;22;22;1;4,38;3,429;2,935;1,511;4,8;9,46;9,25;6;4,867350749;7,05;0,49;126,94;94,24;440,65;9,355;"15_6_2";1,65;1,436;0,526;62,835;213,688212927757;173;12,97;318,79;11945,82;26,69
"450";"15_6";15;"17-avr";"9h45";"IRD";166,443761;-22,30065;"";"Jamelonier";"Syzygium cumini";"Myrtaceae";"I";"N";"Introduite";"Simple";"Oblongue";"Douce";"Fissurée";"Arbre";"Faible";28,5;3,2;68,1;150,6;9,5;0,5;785,6;142;45;45;"";70;83;15;200;9,5;22;22;1;4,38;3,429;2,935;1,511;4,8;9,46;9,25;6;4,867350749;7,05;0,49;126,94;94,24;440,65;9,355;"15_6_3";1,875;1,68;0,605;67,822;209,917355371901;177,69;10,4;322,67;11210,25;28,78
"451";"16_1";16;"17-avr";"10h00";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;186;9,5;0,5;708,5;150;75;75;"";70;60;17;125;9,5;30;30;1;3,34;7,737;7,283;2,93;9,4;10,8;9,75;3;25,53844136;15,17;0,51;164,06;148,57;378,7;10,275;"16_1_1";4,202;2,661;1,441;173,336;191,603053435115;84,66;36,67;342,93;12028,87;28,51
"452";"16_1";16;"17-avr";"10h00";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;186;9,5;0,5;708,5;150;75;75;"";70;60;17;125;9,5;30;30;1;3,34;7,737;7,283;2,93;9,4;10,8;9,75;3;25,53844136;15,17;0,51;164,06;148,57;378,7;10,275;"16_1_4";4,213;2,206;1,324;193,135;218,202416918429;66,62;47,64;314,27;14587,24;21,54
"453";"16_1";16;"17-avr";"10h00";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;186;9,5;0,5;708,5;150;75;75;"";70;60;17;125;9,5;30;30;1;3,34;7,737;7,283;2,93;9,4;10,8;9,75;3;25,53844136;15,17;0,51;164,06;148,57;378,7;10,275;"16_1_5";4,63;2,101;1,642;180,215;181,973203410475;27,95;54,62;354,64;10975,33;32,31
"454";"16_1";16;"17-avr";"10h00";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;186;9,5;0,5;708,5;150;75;75;"";70;60;17;125;9,5;30;30;1;3,34;7,737;7,283;2,93;9,4;10,8;9,75;3;25,53844136;15,17;0,51;164,06;148,57;378,7;10,275;"16_1_2";3,631;2,349;1,274;165,312;185,007849293564;84,38;35,31;350,87;12975,82;27,04
"455";"16_1";16;"17-avr";"10h00";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;186;9,5;0,5;708,5;150;75;75;"";70;60;17;125;9,5;30;30;1;3,34;7,737;7,283;2,93;9,4;10,8;9,75;3;25,53844136;15,17;0,51;164,06;148,57;378,7;10,275;"16_1_3";3,053;1,821;1,199;149,768;154,628857381151;51,88;40,35;392,73;12491,08;31,44
"456";"16_2";16;"17-avr";"10h05";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;166;9;1;736,4;195;65;65;"";70;78;18;250;9;74;74;1;4,86;8,687;8,051;3,7;6,2;13,06;12,77;7;22,43154845;12,58;0,69;134,78;117,59;425,92;12,915;"16_2_3";2,399;1,81;0,905;93,67;165,082872928177;100;24,55;377,24;10350,28;36,45
"457";"16_2";16;"17-avr";"10h05";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;166;9;1;736,4;195;65;65;"";70;78;18;250;9;74;74;1;4,86;8,687;8,051;3,7;6,2;13,06;12,77;7;22,43154845;12,58;0,69;134,78;117,59;425,92;12,915;"16_2_4";3,696;1,326;1,258;155,626;193,799682034976;5,41;64,12;340,37;12370,91;27,51
"458";"16_2";16;"17-avr";"10h05";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;166;9;1;736,4;195;65;65;"";70;78;18;250;9;74;74;1;4,86;8,687;8,051;3,7;6,2;13,06;12,77;7;22,43154845;12,58;0,69;134,78;117,59;425,92;12,915;"16_2_1";2,201;1,863;0,66;93,058;233,484848484848;182,27;15,36;299,86;14099,7;21,27
"459";"16_2";16;"17-avr";"10h05";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;166;9;1;736,4;195;65;65;"";70;78;18;250;9;74;74;1;4,86;8,687;8,051;3,7;6,2;13,06;12,77;7;22,43154845;12,58;0,69;134,78;117,59;425,92;12,915;"16_2_2";1,622;0,742;0,609;61,452;166,338259441708;21,84;54,25;375,46;10090,64;37,21
"460";"16_2";16;"17-avr";"10h05";"IRD";166,443303;-22,300858;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;166;9;1;736,4;195;65;65;"";70;78;18;250;9;74;74;1;4,86;8,687;8,051;3,7;6,2;13,06;12,77;7;22,43154845;12,58;0,69;134,78;117,59;425,92;12,915;"16_2_5";4,446;3,73;1,355;189,184;228,118081180812;175,28;16,1;304,77;13961,92;21,83
"461";"16_3";16;"17-avr";"10h10";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;164,2;9,5;0,5;689,8;152;65;65;"";70;58;13;150;9,5;32;32;1;5,43;8,495;7,99;3,021;6,2;12,82;14,11;5;10,84579319;13,11;0,65;181,2;164,48;355,62;13,465;"16_3_2";7,066;5,974;2,324;304,994;204,044750430293;157,06;15,45;328,9;13123,67;25,06
"462";"16_3";16;"17-avr";"10h10";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;164,2;9,5;0,5;689,8;152;65;65;"";70;58;13;150;9,5;32;32;1;5,43;8,495;7,99;3,021;6,2;12,82;14,11;5;10,84579319;13,11;0,65;181,2;164,48;355,62;13,465;"16_3_3";4,55;2,316;1,652;207,568;175,423728813559;40,19;49,1;363,08;12564,65;28,9
"463";"16_3";16;"17-avr";"10h10";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;164,2;9,5;0,5;689,8;152;65;65;"";70;58;13;150;9,5;32;32;1;5,43;8,495;7,99;3,021;6,2;12,82;14,11;5;10,84579319;13,11;0,65;181,2;164,48;355,62;13,465;"16_3_4";2,123;1,703;0,811;74,377;161,775585696671;109,99;19,78;382,01;9171,02;41,65
"464";"16_3";16;"17-avr";"10h10";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;164,2;9,5;0,5;689,8;152;65;65;"";70;58;13;150;9,5;32;32;1;5,43;8,495;7,99;3,021;6,2;12,82;14,11;5;10,84579319;13,11;0,65;181,2;164,48;355,62;13,465;"16_3_1";5,485;2,872;1,922;266,458;185,379812695109;49,43;47,64;350,41;13863,58;25,28
"465";"16_3";16;"17-avr";"10h10";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;164,2;9,5;0,5;689,8;152;65;65;"";70;58;13;150;9,5;32;32;1;5,43;8,495;7,99;3,021;6,2;12,82;14,11;5;10,84579319;13,11;0,65;181,2;164,48;355,62;13,465;"16_3_5";2,266;2,089;0,754;88,48;200,53050397878;177,06;7,81;332,74;11734,75;28,36
"466";"16_4";16;"17-avr";"10h15";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;168;9;1;687,4;160;90;90;"";70;47;17;175;9;39;39;1;5,98;5,445;4,933;2,405;3;14,32;15,8;5;10,10152613;7,1;0,77;126,4;105,11;441,69;15,06;"16_4_1";3,663;2,85;1,36;156,138;169,338235294118;109,56;22,19;371,28;11480,74;32,34
"467";"16_4";16;"17-avr";"10h15";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;168;9;1;687,4;160;90;90;"";70;47;17;175;9;39;39;1;5,98;5,445;4,933;2,405;3;14,32;15,8;5;10,10152613;7,1;0,77;126,4;105,11;441,69;15,06;"16_4_2";3,414;2,658;1,263;124,708;170,308788598575;110,45;22,14;369,95;9873,95;37,47
"468";"16_4";16;"17-avr";"10h15";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;168;9;1;687,4;160;90;90;"";70;47;17;175;9;39;39;1;5,98;5,445;4,933;2,405;3;14,32;15,8;5;10,10152613;7,1;0,77;126,4;105,11;441,69;15,06;"16_4_3";3,528;2,818;1,262;136,934;179,556259904913;123,3;20,12;357,71;10850,55;32,97
"469";"16_4";16;"17-avr";"10h15";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;168;9;1;687,4;160;90;90;"";70;47;17;175;9;39;39;1;5,98;5,445;4,933;2,405;3;14,32;15,8;5;10,10152613;7,1;0,77;126,4;105,11;441,69;15,06;"16_4_5";3,867;2,44;1,452;156,266;166,322314049587;68,04;36,9;375,48;10762,12;34,89
"470";"16_4";16;"17-avr";"10h15";"IRD";166,443158;-22,300866;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;168;9;1;687,4;160;90;90;"";70;47;17;175;9;39;39;1;5,98;5,445;4,933;2,405;3;14,32;15,8;5;10,10152613;7,1;0,77;126,4;105,11;441,69;15,06;"16_4_4";2,723;2,289;0,972;118,267;180,144032921811;135,49;15,94;356,96;12167,39;29,34
"471";"16_5";16;"17-avr";"10h20";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;158,9;8;2;785,8;169;75;75;"";70;45;16;125;8;47;47;1;4,74;8,644;8,153;3,542;9,4;11,38;11,79;4;13,32751945;17,11;0,51;144,04;130,18;409,76;11,585;"16_5_1";2,436;2,01;0,808;101,58;201,485148514851;148,76;17,49;331,69;12571,78;26,38
"472";"16_5";16;"17-avr";"10h20";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;158,9;8;2;785,8;169;75;75;"";70;45;16;125;8;47;47;1;4,74;8,644;8,153;3,542;9,4;11,38;11,79;4;13,32751945;17,11;0,51;144,04;130,18;409,76;11,585;"16_5_2";2,47;1,894;1,035;100,387;138,647342995169;83;23,32;419,03;9699,23;43,2
"473";"16_5";16;"17-avr";"10h20";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;158,9;8;2;785,8;169;75;75;"";70;45;16;125;8;47;47;1;4,74;8,644;8,153;3,542;9,4;11,38;11,79;4;13,32751945;17,11;0,51;144,04;130,18;409,76;11,585;"16_5_5";4,238;3,162;1,286;199,183;229,54898911353;145,88;25,39;303,45;15488,57;19,59
"474";"16_5";16;"17-avr";"10h20";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;158,9;8;2;785,8;169;75;75;"";70;45;16;125;8;47;47;1;4,74;8,644;8,153;3,542;9,4;11,38;11,79;4;13,32751945;17,11;0,51;144,04;130,18;409,76;11,585;"16_5_4";3,023;1,847;0,815;146,79;270,920245398773;126,63;38,9;269,6;18011,04;14,97
"475";"16_5";16;"17-avr";"10h20";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;158,9;8;2;785,8;169;75;75;"";70;45;16;125;8;47;47;1;4,74;8,644;8,153;3,542;9,4;11,38;11,79;4;13,32751945;17,11;0,51;144,04;130,18;409,76;11,585;"16_5_3";4,36;3,119;1,314;236,819;231,811263318113;137,37;28,46;301,38;18022,75;16,72
"476";"16_6";16;"17-avr";"10h23";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;179,1;9;1;706,2;153;85;85;"";70;53;25;125;9;32;32;1;2,57;6,799;6,344;2,703;6,2;12,51;12,23;7;18,37412502;12,05;0,56;151,54;134,7;397,56;12,37;"16_6_2";3,692;2,804;1,149;157,433;221,322889469104;144,04;24,05;311,21;13701,74;22,71
"477";"16_6";16;"17-avr";"10h23";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;179,1;9;1;706,2;153;85;85;"";70;53;25;125;9;32;32;1;2,57;6,799;6,344;2,703;6,2;12,51;12,23;7;18,37412502;12,05;0,56;151,54;134,7;397,56;12,37;"16_6_3";3,595;2,965;1,059;156,691;239,47119924457;179,98;17,52;294,58;14796,13;19,91
"478";"16_6";16;"17-avr";"10h23";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;179,1;9;1;706,2;153;85;85;"";70;53;25;125;9;32;32;1;2,57;6,799;6,344;2,703;6,2;12,51;12,23;7;18,37412502;12,05;0,56;151,54;134,7;397,56;12,37;"16_6_1";3,128;1,542;1,064;134,274;193,984962406015;44,92;50,7;340,15;12619,74;26,95
"479";"16_6";16;"17-avr";"10h23";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;179,1;9;1;706,2;153;85;85;"";70;53;25;125;9;32;32;1;2,57;6,799;6,344;2,703;6,2;12,51;12,23;7;18,37412502;12,05;0,56;151,54;134,7;397,56;12,37;"16_6_4";3,79;2,874;1,242;161,548;205,152979066023;131,4;24,17;327,7;13007,09;25,19
"480";"16_6";16;"17-avr";"10h23";"IRD";166,442953;-22,300886;"";"Bourao";"Hibiscus tiliaceus V";"Malvaceae";"GN";"G";"Autochtone";"Simple";"Cordiforme";"Douce";"Fissurée";"Arbre";"Très faible";28,5;3,2;68,1;179,1;9;1;706,2;153;85;85;"";70;53;25;125;9;32;32;1;2,57;6,799;6,344;2,703;6,2;12,51;12,23;7;18,37412502;12,05;0,56;151,54;134,7;397,56;12,37;"16_6_5";2,145;0,875;0,807;82,443;165,799256505576;8,43;59,21;376,22;10215,99;36,83
"481";"17_1";17;"23-avr";"8h30";"Kuendu-beach";166,390391;-22,260639;"";"Bonnet d'evêque";"Barringtonia asiatica";"Lecythidaceae";"GN";"G";"Autochtone";"Simple";"Obovale";"Douce";"Lisse";"Arbre";"Très faible";26,3;1,5;81,7;149,6;0;7;150;130;0;2;"";70;75;30;375;3;0;3;0;4,55;14,176;13,457;4,258;6;16,44;16,95;1;3,32695844;15,73;0,9;232,93;216,04;300,37;16,695;"17_1_1";20,033;19,075;4,359;451,654;359,577884835972;337,6;4,78;217,59;10361,41;21
