"ID_echantillon";"Nom_scientifique";"ID_espece";"Milieu_recolte";"T_ambiante";"Vent";"Humidite";"DI";"DI_test";"score_DI";"BT";"BT_test";"MT";"BB";"BB_test";"FI";"Nb_ramifications";"SD";"TMC_t0";"TMC_t24";"TDMC";"TD";"TDIA";"Gmin";"LMC_t0";"LMC_t24";"PEF";"LDMC";"Surface_F";"SLA";"LT"
"22_5";"Acacia spirorbis";22;"L";29,1;1,5;68,8;9,5;0,5;9,5;20;20;648;40;40;1;12;2,53;83,64;67,48;544,54;0,51;9,15;10,1;240,55;167,14;21,46;295,53;5,35;12639,47;0,02
"22_6";"Acacia spirorbis";22;"L";29,1;1,5;68,8;9;1;9;19;19;576,2;55;55;1;14;2,27;82,44;67,41;548,12;0,53;9,31;25,13;264,44;171,03;25,38;275,08;8,87;10907,81;0,03
"23_1";"Melaleuca quinquenervia";23;"R";28,1;3;70,3;9;1;9;62;62;759,2;80;80;1;7;3,36;134,63;103,94;426,2;0,64;10,8;39,41;104,44;62,63;20,5;490,23;11,38;4010,93;0,12
"23_2";"Melaleuca quinquenervia";23;"R";28,1;3;70,3;9,5;0,5;9,5;74;74;794,6;55;55;1;13;4,37;124,7;90,86;445,04;0,63;15,47;17,41;125,3;76,22;21,83;444,87;6,82;5402,18;0,08
"23_3";"Melaleuca quinquenervia";23;"R";28,1;3;70,3;9;1;9;56;56;798;65;65;1;12;2,05;94,16;71,48;515,04;0,74;13,96;31,03;120,46;45,48;34,05;453,65;6,21;4760,94;0,1
"23_4";"Melaleuca quinquenervia";23;"R";28,1;3;70,3;9,5;0,5;9,5;56;56;790,6;90;90;1;14;2,78;120,31;100,48;453,91;0,6;13,07;33,4;124,23;54,66;31,13;446,48;12,46;5156;0,09
"23_5";"Melaleuca quinquenervia";23;"R";28,1;3;70,3;9;1;9;71;71;741,6;70;70;1;10;1,86;125,88;106,69;442,72;0,74;13,59;18,85;135,91;77,9;24,6;424,46;10,28;5448,17;0,08
"23_6";"Melaleuca quinquenervia";23;"R";28,1;3;70,3;9,5;0,5;9,5;60;60;796,2;50;50;1;6;5,18;151,37;131,47;397,82;0,52;10,4;20,8;112,06;72,85;18,48;471,67;12,9;4624,19;0,1
"24_1";"Pinus caribea";24;"N";28,1;3;70,3;9,5;0,5;9,5;162;162;938;90;90;1;1;9,3;89,06;78,67;528,95;0,71;16,41;5,78;124,33;110,31;6,24;445,98;5,47;8217,84;0,06
"24_2";"Pinus caribea";24;"N";28,1;3;70,3;9,5;0,5;9,5;50;50;934,7;45;45;1;2;5,59;90,12;79,11;525,98;0,73;14,56;12,05;150,37;137,35;5,13;399,73;4,29;8365,5;0,05
"24_3";"Pinus caribea";24;"N";28,1;3;70,3;9,5;0,5;9,5;166;166;953,5;95;95;1;0;11,99;101,47;95,42;496,35;0,81;17,03;12,7;116,6;103,19;6,18;461,78;4,95;7474,37;0,06
"24_4";"Pinus caribea";24;"N";28,1;3;70,3;9,5;0,5;9,5;94;94;772,7;95;95;1;11;7,58;76,91;69,92;565,27;0,55;11,53;6,06;118,21;96,41;9,92;458,57;3,55;7566,95;0,06
"24_5";"Pinus caribea";24;"N";28,1;3;70,3;9,5;0,5;9,5;70;70;870,9;50;50;1;9;5,93;83,44;75,99;545,15;0,81;16,18;10,67;137,88;122,4;6,47;423,33;5,82;7281,61;0,06
"24_6";"Pinus caribea";24;"N";28,1;3;70,3;9,5;0,5;9,5;78;78;942,2;90;90;1;4;7,61;77,39;70,03;563,72;0,65;16,01;10,69;129,06;97,09;14,1;437,22;5,37;6855,33;0,06
"25_1";"Ficus habrophyla";25;"F";26,4;4;67,1;9;1;9;33;33;704,5;50;50;1;3;8,02;203,78;190,24;329,18;0,95;19,07;17,07;168,3;98,86;25,82;372,86;327,69;8415,4;0,04
"25_2";"Ficus habrophyla";25;"F";26,4;4;67,1;9;1;9;25;25;623,4;95;95;1;0;3,9;192,21;180,56;342,22;0,96;17,23;42,76;143,77;69,15;30,36;412;435;8304,32;0,05
"25_3";"Ficus habrophyla";25;"F";26,4;4;67,1;8,5;1,5;8,5;22;22;684,7;60;60;1;0;6,72;175,53;165,18;362,94;0,77;14,97;8,05;175,42;108,36;25,82;373,31;299,1;10017,71;0,04
"25_4";"Ficus habrophyla";25;"F";26,4;4;67,1;9;1;9;35;35;688,9;55;55;1;2;9,22;188,83;171,51;346,23;0,84;18,16;9,19;174,94;136,98;13,85;364,3;564,32;10138,14;0,04
"25_5";"Ficus habrophyla";25;"F";26,4;4;67,1;9;1;9;18;18;690,1;20;20;1;0;8,97;189,3;173,41;345,66;1,07;18,46;9,32;211,56;167,24;14,19;321,11;477,65;10373,78;0,03
"25_6";"Ficus habrophyla";25;"F";26,4;4;67,1;9;1;9;14;14;720,4;10;10;1;0;6,2;206,77;175,29;325,97;0,57;11,37;42,44;217,34;142,94;23,82;316,36;304,06;11210,94;0,03
"26_1";"Elattostachys apetala";26;"F";26,4;4;67,1;9,5;0,5;9,5;32;32;718,5;80;80;1;6;3,41;97,68;74,39;505,86;0,54;10,66;17,33;141,91;104,31;15,56;413,65;23,91;11707,84;0,04
"26_2";"Elattostachys apetala";26;"F";26,4;4;67,1;9,5;0,5;9,5;24;24;812,8;90;90;1;1;3,16;94,65;75,55;513,73;0,59;9,67;8,22;145,56;110,26;14,34;407,47;34,18;11822,04;0,03
"26_3";"Elattostachys apetala";26;"F";26,4;4;67,1;9,5;0,5;9,5;60;60;764,6;80;80;1;1;2,66;91,39;75,53;522,48;0,48;9,63;21,68;153,43;107,09;18,14;428,89;35,65;13886,91;0,04
"26_4";"Elattostachys apetala";26;"F";26,4;4;67,1;9,5;0,5;9,5;28;28;806,2;70;70;1;4;1,67;106,44;87,89;484,41;0,54;10,34;5,65;155,11;117,25;14,81;392,29;28,81;14524,04;0,03
"26_5";"Elattostachys apetala";26;"F";26,4;4;67,1;9,5;0,5;9,5;60;60;805,9;70;70;1;5;2,58;96,31;83,2;509,4;0,65;11,96;10,36;150,94;115,92;13,94;398,84;49,27;12436,74;0,03
"26_6";"Elattostachys apetala";26;"F";26,4;4;67,1;9,5;0,5;9,5;18;18;806;90;90;1;3;2,24;89,48;73,44;527,76;0,49;9,32;6,08;138,22;103,96;14,35;419,86;30,05;11826,96;0,04
"27_1";"Neuburgia novocaledonica";27;"F";26,4;4;67,1;9,5;0,5;9,5;14;14;360,5;20;20;1;2;4,51;164,99;146,68;377,37;0,71;18,62;25,7;391,79;242,17;30,66;203,68;114,34;14799,67;0,01
"27_3";"Neuburgia novocaledonica";27;"F";26,4;4;67,1;9,5;0,5;9,5;14;14;534,1;25;25;1;5;2,52;162,74;144,69;380,61;0,74;15,9;33,79;403,32;308,56;18,98;199,3;124,63;14899,62;0,01
"28_1";"Archidendropsis granulosa";28;"F";26,4;4;67,1;9,5;0,5;9,5;52;52;712,2;95;95;1;7;1,52;81,69;63,78;550,39;0,6;10,54;17,61;125,45;40;37,9;443,55;0,41;15010,91;0,03
"28_2";"Archidendropsis granulosa";28;"F";26,4;4;67,1;9,5;0,5;9,5;24;24;547,9;95;95;1;10;1,16;106,85;89,14;483,44;0,47;8,26;16,89;137,04;38,89;41,41;421,88;0,42;15725,93;0,03
"28_3";"Archidendropsis granulosa";28;"F";26,4;4;67,1;9,5;0,5;9,5;14;14;640,1;90;90;1;5;1,34;83,56;68,15;544,77;0,41;7,15;13,57;152,7;47,3;41,71;395,72;0,57;15340,54;0,03
"28_4";"Archidendropsis granulosa";28;"F";26,4;4;67,1;9,5;0,5;9,5;30;30;823,9;70;70;1;7;2,62;68,22;45,16;594,45;0,6;11,18;18,12;122,97;41,89;36,36;448,48;0,47;12756,76;0,04
"28_5";"Archidendropsis granulosa";28;"F";26,4;4;67,1;9,5;0,5;9,5;28;28;841,5;90;90;1;10;1,85;89,55;73;527,57;0,55;10,6;19,99;128,12;35,94;40,41;438,36;0,41;12837,5;0,03
"28_6";"Archidendropsis granulosa";28;"F";26,4;4;67,1;9,5;0,5;9,5;20;20;659,8;90;90;1;8;2,37;88,28;71,27;531,13;0,52;9,64;12,48;116,39;45,9;32,58;462,12;0,32;10596,72;0,04
"29_1";"Alstonia balansae";29;"F";27,4;1,2;70,9;9;1;9;12;12;411,4;10;10;1;3;6,17;83,05;63,97;546,3;0,55;10,68;6,88;252,43;213,39;11,09;284,39;96,02;11003,96;0,03
"29_2";"Alstonia balansae";29;"F";27,4;1,2;70,9;9;1;9;71;71;624,1;60;60;1;3;5,56;123,39;108,98;447,65;0,5;9,51;5,8;238,72;180,84;17,2;295,68;39,96;11469,11;0,03
"29_3";"Alstonia balansae";29;"F";27,4;1,2;70,9;9,5;0,5;9,5;16;16;529,2;20;20;1;1;5,32;158,88;146,16;386,28;0,53;10,88;6,06;228,55;172,85;17,08;304,95;189,7;9909,35;0,03
"29_4";"Alstonia balansae";29;"F";27,4;1,2;70,9;9;1;9;16;16;460,3;5;5;1;4;4,4;99,35;81,37;501,63;0,63;12,21;9,16;273,91;221,39;14,07;267,79;72,46;13161,45;0,02
"29_5";"Alstonia balansae";29;"F";27,4;1,2;70,9;9,5;0,5;9,5;36;36;614,9;30;30;1;2;7,75;99,26;78,61;501,85;0,53;11,11;6,24;279,39;236,32;11,43;265,2;127,88;12190,07;0,02
"29_6";"Alstonia balansae";29;"F";27,4;1,2;70,9;9;1;9;14;14;273;5;5;1;2;7,4;146,1;127,06;406,34;0,57;11,04;11,42;239,63;195,98;12,98;295,87;105,24;9494,92;0,03
"30_1";"Hernandia cordigera";30;"F";27,4;1,2;70,9;9;1;9;17;17;617,5;10;10;1;6;13,12;241,19;213,3;293,1;0,87;18,88;17,07;231,1;201,83;8,87;302,35;68,27;8161,08;0,04
"30_2";"Hernandia cordigera";30;"F";27,4;1,2;70,9;9;1;9;22;22;717,1;15;15;1;2;5,95;216,09;191,91;316,36;0,71;16,68;12,21;229,52;192,62;11,24;303,85;82;8335,16;0,04
"30_3";"Hernandia cordigera";30;"F";27,4;1,2;70,9;9;1;9;14;14;612,3;10;10;1;2;7,41;231,48;210,88;301,67;0,89;18,53;6,99;218,48;184,63;10,73;314,82;108,8;7192,78;0,04
"30_4";"Hernandia cordigera";30;"F";27,4;1,2;70,9;9;1;9;19;19;746,9;25;25;1;1;6,16;246,26;222,56;288,8;0,8;17,87;6,29;188,76;157,33;10,95;346,72;79,06;6483;0,05
"30_6";"Hernandia cordigera";30;"F";27,4;1,2;70,9;9;1;9;17;17;662,2;15;15;1;3;6,54;252,04;238,91;284,06;0,9;18,96;4,87;176,79;139,55;13,5;361,67;88,6;5798,58;0,06
"31_1";"Fagraea berteroana";31;"N";27,4;1,2;70,9;9,5;0,5;9,5;12;12;385,5;5;5;1;2;23,41;145,4;133,55;407,51;0,63;11,95;3,98;377,22;331,19;9,59;209,93;95,36;7801,42;0,03
"31_2";"Fagraea berteroana";31;"N";27,4;1,2;70,9;9,5;0,5;9,5;14;14;489,7;5;5;1;3;10,91;161,62;150,03;382,23;0,79;14,84;38,49;383,28;326,44;11,75;207,29;82,54;9444,27;0,02
"31_6";"Fagraea berteroana";31;"N";27,4;1,2;70,9;9;1;9;12;12;612,4;5;5;1;3;11,98;133,23;122,8;428,75;0,75;13,42;32,01;359,8;305,22;11,8;217,55;123,08;7363,3;0,03
"32_1";"guioa villosa";32;"M";27,4;1,2;70,9;9;1;9;33;33;757,1;60;60;1;9;2,92;62,32;46,32;616,08;0,49;8,36;23,09;84,92;16,71;36,88;540,85;3,57;5433,38;0,1
"32_2";"guioa villosa";32;"M";27,4;1,2;70,9;9,5;0,5;9,5;56;56;645,5;80;80;1;9;2,58;71,93;58,26;581,62;0,4;7,74;14,55;123,11;66,43;24,68;452,11;2;8361,49;0,06
"32_3";"guioa villosa";32;"M";27,4;1,2;70,9;9;1;9;24;24;805,5;95;95;1;8;5,17;72,01;58,51;581,36;0,44;8,22;38,04;106,53;68,32;18,49;484,43;3,68;6343,52;0,08
"32_4";"guioa villosa";32;"M";27,4;1,2;70,9;9;1;9;25;25;690,6;85;85;1;5;2,03;68,99;55,25;591,74;0,49;8,5;19,78;101,73;70,29;15,57;495,77;4,98;6414,53;0,08
"32_5";"guioa villosa";32;"M";27,4;1,2;70,9;9,5;0,5;9,5;38;38;849;95;95;1;2;7,75;74,01;57,44;574,67;0,39;7,3;24,31;104,76;69,91;17,01;488,54;2,85;7278,48;0,07
"32_6";"guioa villosa";32;"M";27,4;1,2;70,9;9,5;0,5;9,5;40;40;806,3;90;90;1;6;4,77;80,18;63,51;555;0,45;8,2;20,32;102,74;72,54;14,87;493,42;4,06;6805,9;0,07
"33_1";"Hibiscus tiliaceus P";33;"G";28,3;2;75,1;9,5;0,5;9,5;64;64;792;95;95;1;2;3,81;143,96;127,48;409,9;0,83;12,8;13,18;182,13;104,1;27,68;355,7;177,49;13423,02;0,03
"33_2";"Hibiscus tiliaceus P";33;"G";28,3;2;75,1;9;1;9;38;38;772,7;90;90;1;5;4,45;143,35;124,63;410,93;0,42;9,59;8,22;191,05;116,64;26,03;346,14;162,22;14113,13;0,03
"33_3";"Hibiscus tiliaceus P";33;"G";28,3;2;75,1;9,5;0,5;9,5;20;20;690,4;70;70;1;6;6,17;119,41;94,01;455,76;0,5;10,77;16;202,12;123,18;26,83;334,25;105,8;14066,43;0,02
"33_4";"Hibiscus tiliaceus P";33;"G";28,3;3;75,1;7;3;7;49;49;713,1;45;45;1;4;3,41;142,23;131,5;412,83;0,79;14,28;9,61;196,79;133,35;21,73;338,6;171,42;13552,95;0,03
"33_5";"Hibiscus tiliaceus P";33;"G";28,3;2;75,1;9;1;9;24;24;700,5;30;30;1;0;5,57;242,72;216,82;291,78;0,47;13,63;19,98;195,46;123,21;24,45;341,82;165,4;15591,87;0,02
"33_6";"Hibiscus tiliaceus P";33;"G";28,3;2;75,1;9,5;0,5;9,5;26;26;697,6;50;50;1;1;6,82;227,38;203,39;305,45;0,67;14,32;12,95;314,28;194,57;28,07;247,45;252,28;22868,72;0,01
"34_1";"Hibiscus tiliaceus R";34;"N";28,3;2;75,1;9,5;0,5;9,5;36;36;658,2;65;65;1;4;5,52;249,77;231,28;285,91;0,55;13,53;17,53;223,44;129,18;28,3;313,07;187,91;18185,61;0,02
"34_2";"Hibiscus tiliaceus R";34;"N";28,3;2;75,1;9,5;0,5;9,5;26;26;685;85;85;1;1;6,65;229,49;207,53;303,5;0,54;13,18;21,67;209,81;111,3;31,44;324,08;116,56;15281,31;0,02
"34_3";"Hibiscus tiliaceus R";34;"N";28,3;3;75,1;9,5;0,5;9,5;32;32;711,4;65;65;1;3;6,53;208,72;183,79;323,92;0,53;11,34;9,32;187,08;122,27;22,62;349,46;225,1;13949,27;0,03
"34_4";"Hibiscus tiliaceus R";34;"N";28,3;2;75,1;9;1;9;26;26;676,1;60;60;1;1;8,12;248,19;210,13;287,2;0,4;10,78;7,4;203,79;125,11;25,82;330,56;287,68;14486,93;0,02
"34_5";"Hibiscus tiliaceus R";34;"N";25,7;1,2;76,8;9;1;9;22;22;789,2;40;40;1;3;3,25;116,01;102,35;462,94;0,5;10,75;15,35;194,56;123,89;24,32;342,23;66,5;13627,7;0,03
"34_6";"Hibiscus tiliaceus R";34;"N";25,7;1,2;76,8;9,5;0,5;9,5;28;28;803,5;70;70;1;2;3,09;116,2;106,26;462,54;0,62;13,57;18,21;191,31;99,33;31,54;344,26;127,75;13071,15;0,03
"35_1";"Hibiscus tiliaceus G";35;"N";28,3;2;75,1;9;1;9;25;25;768,2;90;90;1;0;4,75;231,3;220,52;301,84;0,71;13,29;22,95;230,65;135,36;29,55;307,36;531,93;14693,35;0,02
"35_2";"Hibiscus tiliaceus G";35;"N";28,3;2;75,1;9,5;0,5;9,5;22;22;489,8;50;50;1;2;6,56;142,05;134,86;413,14;0,56;11,75;19,18;197,55;108,96;29,97;336,89;494,62;12387,34;0,03
"35_3";"Hibiscus tiliaceus G";35;"N";28,3;2;75,1;9;1;9;24;24;829,8;95;95;1;1;7,16;134,49;125,92;426,45;0,74;16,04;33,3;208,29;93,57;37,72;329,26;630,38;14792,07;0,02
"35_4";"Hibiscus tiliaceus G";35;"N";28,3;3;75,1;9;1;9;28;28;800,8;90;90;1;0;3,32;223,28;195,64;309,33;0,67;13,95;24,15;179,53;82,34;34,86;358,02;656,93;12598,09;0,03
"35_5";"Hibiscus tiliaceus G";35;"N";28,3;2;75,1;9,5;0,5;9,5;32;32;777,6;85;85;1;1;11,97;272,67;245,97;268,34;0,6;12,95;20,56;239,34;148,93;26,91;297,59;631,41;18505,34;0,02
"35_6";"Hibiscus tiliaceus G";35;"N";28,3;3;75,1;9;1;9;42;42;774,8;80;80;1;0;4,06;214,94;195,27;317,53;0,58;12,04;9,03;234,07;135,64;30,41;302,83;666,21;17377,79;0,02
"36_1";"Tabernaemontana cerifera";36;"F";26,6;1,5;65,3;8,5;1,5;8,5;14;14;226;5;5;1;3;9,47;210,76;197,32;321,79;0,82;16,32;73,99;375,4;284,51;19,74;215,84;153,84;8633,39;0,03
"36_2";"Tabernaemontana cerifera";36;"F";26,6;1,5;65,3;8,5;1,5;8,5;14;14;519,2;5;5;1;3;4,82;175,15;159,94;363,43;0,76;15,06;15,46;341,39;250,36;20,7;226,89;128,4;8147,03;0,03
"36_3";"Tabernaemontana cerifera";36;"F";26,6;1,5;65,3;9;1;9;30;30;592,1;20;20;1;3;7,04;198,25;185,44;335,29;0,77;16,02;32,23;315,91;248,63;16,65;242,67;108,83;8187,66;0,03
"36_4";"Tabernaemontana cerifera";36;"F";26,6;1,5;65,3;9;1;9;23;23;595;10;10;1;4;7,18;159,62;147,87;385,17;0,71;15,41;47,51;278,64;206,05;19,21;264,17;50,7;6157,87;0,04
"36_5";"Tabernaemontana cerifera";36;"F";26,6;1,5;65,3;8;2;8;12;12;225,7;10;10;1;3;4,31;167,04;157,11;374,47;0,78;15,76;81,01;295,63;217,04;20,13;252,93;77,57;6783,11;0,04
"36_6";"Tabernaemontana cerifera";36;"F";26,6;1,5;65,3;8;2;8;27;27;538,1;20;20;1;2;6,96;191,89;165,01;342,6;0,71;14,75;90,95;305,34;186,81;29,46;248,12;79,65;5714,21;0,04
"37_1";"Myodocarpus fraxinifolius";37;"F";26,6;1,5;65,3;9,5;0,5;9,5;64;64;820,1;80;80;1;1;5,57;94,39;81,99;514,44;0,76;15,77;16,64;130,06;81,44;21,12;434,7;19,48;7946,65;0,05
"37_2";"Myodocarpus fraxinifolius";37;"F";26,6;1,5;65,3;9;1;9;42;42;743,7;95;95;1;0;3,54;96,89;78,79;507,89;0,62;14,16;16,39;130,74;93,61;16,11;433,4;32,78;7001,84;0,06
"37_3";"Myodocarpus fraxinifolius";37;"F";26,6;1,5;65,3;9,5;0,5;9,5;148;148;786,5;95;95;1;0;13,99;111,31;103,47;473,24;0,98;17,58;24,57;153,52;90,99;24,72;394,59;16,1;9302,89;0,04
"37_4";"Myodocarpus fraxinifolius";37;"F";26,6;1,5;65,3;9,5;0,5;9,5;32;32;758;95;95;1;1;8,2;92,85;83,66;518,55;0,83;17;8,88;121,69;66,55;24,88;451,08;24,07;6995,2;0,06
"37_5";"Myodocarpus fraxinifolius";37;"F";26,6;1,5;65,3;9,5;0,5;9,5;56;56;823,1;95;95;1;1;8,53;142,24;124,26;412,82;0,63;13,25;12,36;176,01;130,96;16,34;362,43;23,18;9810,13;0,04
"37_6";"Myodocarpus fraxinifolius";37;"F";26,6;1,5;65,3;9,5;0,5;9,5;66;66;763,5;90;90;1;0;8,63;81,92;70,74;549,68;0,73;14,39;25,47;132,72;84,1;20,91;429,72;12,17;7132,82;0,06
"38_1";"Agathis lanceolata";38;"F";26,6;1,5;65,3;9;1;9;60;60;699,9;45;45;1;7;4,5;102,94;91,73;492,76;0,59;12,47;24,06;135,53;124,23;4,8;424,63;19,79;5494,09;0,08
"38_2";"Agathis lanceolata";38;"F";26,6;1,5;65,3;7,5;2,5;7,5;10;10;667,9;25;25;1;7;2,66;106,76;93,17;483,66;0,77;13;7,24;171,71;164,07;2,82;369,23;17,81;5653,83;0,07
"38_3";"Agathis lanceolata";38;"F";26,6;1,5;65,3;7;3;7;73;73;617,6;30;30;1;14;3,63;96,18;88,12;509,74;0,88;19;16,48;134,72;117,33;7,41;426,18;16,32;5225,24;0,08
"38_4";"Agathis lanceolata";38;"F";26,6;1,5;65,3;7;3;7;122;122;701,2;50;50;1;12;6,47;96,39;87,23;509,18;0,83;16,26;20,16;102,96;85,83;8,44;492,92;24,98;3640,64;0,14
"38_5";"Agathis lanceolata";38;"F";26,6;1,5;65,3;7;3;7;128;128;818;60;60;1;7;4,56;91,75;84,44;521,5;0,79;14,73;15,66;97,32;80,08;8,75;506,9;20,32;3376,39;0,15
"38_6";"Agathis lanceolata";38;"F";26,6;1,5;65,3;7;3;7;130;130;881,3;95;95;1;24;3,89;92,65;87;519,07;1,11;17,44;7,6;88,93;80,36;4,53;529,52;13,86;3334,48;0,16
"39_1";"Calophyllum caledonicum";39;"F";26,6;1,5;65,3;7;3;7;40;40;801,4;25;25;1;6;5,35;86,49;75,16;536,24;0,68;13,25;18,12;120,64;82,55;17,38;453,46;35,66;4654,67;0,1
"39_2";"Calophyllum caledonicum";39;"F";26,6;1,5;65,3;9;1;9;22;22;753;30;30;1;13;4,74;83,39;70,82;545,29;0,62;10,86;12,78;126,63;103,25;10,43;441,49;21,71;5094,19;0,09
"39_3";"Calophyllum caledonicum";39;"F";26,6;1,5;65,3;9;1;9;38;38;713,9;40;40;1;11;4,87;91,25;83,38;522,88;0,63;12,87;11,03;128,6;99,92;12,6;437,77;26,16;6404,4;0,07
"39_4";"Calophyllum caledonicum";39;"F";26,6;1,5;65,3;9;1;9;22;22;756,3;50;50;1;6;2,65;109,89;99,27;476,44;0,54;10,44;23,37;138,7;97,86;17,11;419,19;45,85;5936,72;0,07
"39_5";"Calophyllum caledonicum";39;"F";26,6;1,5;65,3;8;2;8;43;43;695,6;45;45;1;7;4,32;109,68;96,89;476,92;0,67;12,65;11,21;126,06;99,4;11,78;442,4;29,43;5712,44;0,08
"40_1";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9,5;0,5;9,5;12;12;636,1;30;30;1;6;2,19;94,32;77,58;514,6;0,53;9,94;6,88;104,64;60,1;21,97;490,3;38,24;10340,52;0,05
"40_2";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9;1;9;19;19;670,5;20;20;1;5;2,2;97,67;85,32;505,89;0,57;11,13;6,59;108,67;45,92;29,77;481,56;35,18;10855,04;0,05
"40_3";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9,5;0,5;9,5;22;22;761,6;25;25;1;11;1,73;78,87;66,05;559,07;0,62;10,57;13,06;99,21;63,18;18,06;502,5;24,86;7260,51;0,07
"40_4";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9,5;0,5;9,5;14;14;744;20;20;1;8;2,77;84,57;70,18;541,81;0,37;7,48;9,18;91,92;41,55;26,28;521,65;30,1;8862,16;0,06
"40_5";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9;1;9;21;21;755,4;20;20;1;7;2,2;86,29;74,8;536,8;0,42;7,86;17,14;113,59;69,08;20,88;468,46;31,95;8374,52;0,06
"40_6";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9,5;0,5;9,5;34;34;692,3;85;85;1;8;2,2;78,92;66,71;558,91;0,39;7,64;11,1;104,02;68,92;17,21;490,4;54,67;9582,55;0,05
"41_1";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;14;14;503;35;35;1;10;2,03;96,74;70,6;508,28;0,39;7,96;12,5;274,52;177,1;26,02;267,14;30,31;19410,83;0,01
"41_2";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;22;22;695,1;50;50;1;15;1,19;72,58;55,96;579,43;0,43;7,96;12,53;207,92;105,23;36,42;340,14;21,57;15017,47;0,03
"41_3";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;14;14;313;20;20;1;10;1,06;92,78;73,1;518,72;0,36;6,75;9,28;261,99;188,07;19,97;279,37;20,43;19623,61;0,01
"41_4";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;16;16;487,2;70;70;1;9;1,51;115,28;84,37;464,52;0,37;6,88;5,76;225,87;123,28;31,91;308,13;28,01;16481,01;0,02
"41_5";"Acronychia laevis";41;"L";27,4;1,4;75;9;1;9;16;16;663,9;30;30;1;21;1,54;123,12;93,87;448,19;0,47;8,98;18,78;235,17;153,15;24,88;298,87;11,09;17828,77;0,02
"41_6";"Acronychia laevis";41;"L";27,4;1,4;75;9;1;9;13;13;451,6;35;35;1;18;2,18;99,84;76,11;500,4;0,42;8,12;9,66;213,11;122,23;29,57;320,29;14,52;17409,51;0,02
"42_1";"Codiaeum peltatum";42;"L";27,4;1,4;75;9,5;0,5;9,5;18;18;691,3;35;35;1;6;2,44;73,86;60,58;575,16;0,57;11,62;4,12;220,2;196,99;7,3;313,12;26,39;12895,14;0,02
"42_2";"Codiaeum peltatum";42;"L";27,4;1,4;75;7;3;7;8;8;678;15;15;1;6;2,61;87,89;76,22;532,23;0,63;10,99;2,5;197,18;171,01;8,88;337,64;17,52;11674,08;0,03
"42_3";"Codiaeum peltatum";42;"L";27,4;1,4;75;9;1;9;20;20;723,5;25;25;1;5;1,63;93,32;72,44;517,27;0,42;7,89;5,82;192,47;166,21;8,98;342,2;19,82;10852,51;0,03
"42_4";"Codiaeum peltatum";42;"L";27,4;1,4;75;9;1;9;12;12;692,7;15;15;1;7;1,71;89,94;73,4;526,48;0,59;11,03;4,14;227,92;201,56;8,12;307,86;22,38;13037,3;0,02
"42_6";"Codiaeum peltatum";42;"L";27,4;1,4;75;9;1;9;12;12;397,9;10;10;1;3;1,38;102,55;83,99;493,71;0,41;7,64;5,47;206,96;179,69;8,86;326,11;22,99;11741,1;0,03
"43_1";"Gardenia urvillei";43;"L";27,4;1,4;75;9;1;9;61;61;669,6;65;65;1;8;8,67;67,34;54,87;597,6;0,68;12,56;6,21;176,49;128,14;17,74;362,79;12,73;14147,02;0,03
"43_2";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;34;34;700,4;60;60;1;9;0,97;64,13;49,62;609,27;0,59;10,02;6,9;170,67;118,7;19,24;369,84;15,26;12359,78;0,03
"43_3";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;18;18;585,9;65;65;1;7;1,22;65,37;54,45;604,72;0,65;10,07;7,57;167,76;116,73;19,21;374,24;11,62;13137,53;0,03
"43_4";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;38;38;743,4;50;50;1;9;1,69;73,29;59,3;577,07;0,55;9,16;22,63;137,8;69,02;29,39;421,6;12,16;10848,73;0,04
"43_5";"Gardenia urvillei";43;"L";27,4;1,4;75;9;1;9;12;12;635,1;15;15;1;9;2,44;55,31;42,38;643,87;0,63;10,44;7,61;158,17;82,54;29,6;387,87;11,58;10912,61;0,04
"43_6";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;86;86;632,3;70;70;1;9;1,48;51,28;42,25;661,03;0,57;9,82;10,11;130,5;43,82;37,78;434,76;17,18;10408,56;0,04
"44_2";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9,5;0,5;9,5;18;18;713,9;45;45;1;0;0,85;182,91;145,77;353,47;0,29;6,38;92,49;240,11;67,91;49,76;295,64;49,66;12063,72;0,02
"44_3";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9;1;9;31;31;595,2;15;15;1;2;2,27;189,3;154,4;345,66;0,41;7,68;12,51;279,6;13,96;69,96;263,63;39,74;14932,09;0,02
